Sample_Index,Feature_Type,Scaling_Factor,Baseline_LogProb_Token1,Baseline_LogProb_Token2,Baseline_Logit_Diff,Steered_LogProb_Token1,Steered_LogProb_Token2,Steered_Logit_Diff,Delta_LogProb_Token1,Delta_LogProb_Token2,Delta_Logit_Diff
125,sae_diff,10.0,-0.65350294,-0.77211523,0.11861229,-0.6306608,-0.7988126,0.16815186,0.022842169,-0.026697397,0.049539566
126,sae_diff,10.0,-1.3627363,-0.3260466,-1.0366898,-1.3122486,-0.3444275,-0.9678211,0.050487757,-0.01838091,0.06886864
127,sae_diff,10.0,-0.7660648,-0.66890067,-0.097164154,-0.7384407,-0.69495314,-0.04348755,0.02762413,-0.026052475,0.053676605
112,sae_diff,20.0,-0.733526,-0.69543433,-0.03809166,-0.6828298,-0.747796,0.0649662,0.050696194,-0.052361667,0.10305786
113,sae_diff,20.0,-0.6740582,-0.75092244,0.07686424,-0.6230683,-0.8094658,0.18639755,0.050989926,-0.058543384,0.10953331
114,sae_diff,20.0,-0.70159364,-0.72303987,0.021446228,-0.6521705,-0.7773765,0.125206,0.04942316,-0.054336607,0.103759766
115,sae_diff,20.0,-0.72852015,-0.69960284,-0.028917313,-0.67584205,-0.7542398,0.07839775,0.05267811,-0.054636955,0.10731506
116,sae_diff,20.0,-0.7442514,-0.68566144,-0.058589935,-0.6896158,-0.74101883,0.051403046,0.054635584,-0.055357397,0.10999298
117,sae_diff,20.0,-0.6966124,-0.73191935,0.03530693,-0.6464696,-0.7877507,0.14128113,0.050142825,-0.055831373,0.1059742
118,sae_diff,20.0,-0.80334824,-0.63526314,-0.1680851,-0.7458981,-0.68719757,-0.05870056,0.057450116,-0.05193442,0.10938454
119,sae_diff,20.0,-0.6587454,-0.7763144,0.11756897,-0.61863273,-0.8244471,0.20581436,0.040112674,-0.048132718,0.08824539
120,sae_diff,20.0,-0.72726244,-0.7042236,-0.023038864,-0.6754252,-0.758824,0.08339882,0.051837265,-0.054600418,0.10643768
121,sae_diff,20.0,-0.61322963,-0.8176402,0.20441055,-0.56880283,-0.8756857,0.30688286,0.0444268,-0.058045506,0.102472305
122,sae_diff,20.0,-0.7902911,-0.64590096,-0.1443901,-0.73828346,-0.6937087,-0.044574738,0.052007616,-0.047807753,0.09981537
123,sae_diff,20.0,-0.76719064,-0.6661603,-0.10103035,-0.71313643,-0.71845984,0.00532341,0.0540542,-0.05229956,0.10635376
124,sae_diff,20.0,-0.74408275,-0.6846307,-0.059452057,-0.69208515,-0.7371329,0.04504776,0.051997602,-0.052502215,0.10449982
125,sae_diff,20.0,-0.65350294,-0.77211523,0.11861229,-0.60887665,-0.8256144,0.21673775,0.044626296,-0.053499162,0.09812546
126,sae_diff,20.0,-1.3627363,-0.3260466,-1.0366898,-1.2640886,-0.36323458,-0.9008541,0.09864771,-0.037187994,0.13583565
127,sae_diff,20.0,-0.7660648,-0.66890067,-0.097164154,-0.71191484,-0.72139055,0.009475708,0.054149985,-0.052489877,0.10663986
128,sae_input,-20.0,-2.6268015,-0.10450661,-2.522295,-3.0300612,-0.078330606,-2.9517307,-0.40325975,0.026176006,-0.42943573
129,sae_input,-20.0,-0.7615236,-0.6729845,-0.08853912,-0.91405106,-0.55231667,-0.3617344,-0.15252745,0.120667815,-0.27319527
130,sae_input,-20.0,-0.7142445,-0.71293414,-0.0013103485,-0.85035,-0.5940958,-0.2562542,-0.13610554,0.11883831,-0.25494385
131,sae_input,-20.0,-0.55490595,-0.90161043,0.34670448,-0.66653746,-0.7626087,0.09607124,-0.11163151,0.13900173,-0.25063324
132,sae_input,-20.0,-0.7810054,-0.6567912,-0.12421417,-0.9427093,-0.53462064,-0.40808868,-0.16170394,0.12217057,-0.2838745
133,sae_input,-20.0,-0.9253572,-0.5454992,-0.37985802,-1.0934343,-0.4469595,-0.64647484,-0.16807711,0.09853971,-0.26661682
134,sae_input,-20.0,-0.7060353,-0.7162263,0.010190964,-0.845887,-0.5929859,-0.25290108,-0.13985169,0.12324035,-0.26309204
135,sae_input,-20.0,-2.3517487,-0.13071178,-2.221037,-2.7311606,-0.09712541,-2.634035,-0.37941194,0.033586368,-0.4129982
136,sae_input,-20.0,-2.3916218,-0.13052106,-2.2611008,-2.769088,-0.0982162,-2.6708717,-0.3774662,0.03230486,-0.40977097
137,sae_input,-20.0,-2.2291245,-0.14608249,-2.0830421,-2.5907414,-0.10945434,-2.481287,-0.36161685,0.03662815,-0.39824486
138,sae_input,-20.0,-0.7942297,-0.6478216,-0.14640808,-0.9396044,-0.5387808,-0.4008236,-0.14537472,0.1090408,-0.2544155
139,sae_input,-20.0,-0.76146513,-0.67047316,-0.090991974,-0.9086788,-0.5539864,-0.35469246,-0.1472137,0.11648679,-0.2637005
140,sae_input,-20.0,-1.9991395,-0.17796876,-1.8211708,-2.3112288,-0.13607873,-2.17515,-0.3120892,0.041890025,-0.3539791
141,sae_input,-20.0,-0.62427306,-0.81359076,0.1893177,-0.75040525,-0.6799516,-0.070453644,-0.12613219,0.13363916,-0.25977135
142,sae_input,-20.0,-0.80315626,-0.6322292,-0.17092705,-0.96037054,-0.5179839,-0.44238663,-0.15721428,0.114245296,-0.27145958
143,sae_input,-20.0,-0.71030813,-0.7154656,0.0051574707,-0.85652786,-0.58850914,-0.26801872,-0.14621973,0.12695646,-0.2731762
128,sae_input,-10.0,-2.6268015,-0.10450661,-2.522295,-2.8244963,-0.09027014,-2.7342262,-0.19769478,0.014236473,-0.21193123
129,sae_input,-10.0,-0.7615236,-0.6729845,-0.08853912,-0.83424824,-0.6112086,-0.22303963,-0.07272464,0.061775863,-0.1345005
130,sae_input,-10.0,-0.7142445,-0.71293414,-0.0013103485,-0.7791401,-0.6523777,-0.12676239,-0.06489563,0.06055641,-0.12545204
131,sae_input,-10.0,-0.55490595,-0.90161043,0.34670448,-0.6077366,-0.83132744,0.22359085,-0.052830637,0.070282996,-0.12311363
132,sae_input,-10.0,-0.7810054,-0.6567912,-0.12421417,-0.8580891,-0.5941025,-0.2639866,-0.07708371,0.06268871,-0.13977242
133,sae_input,-10.0,-0.9253572,-0.5454992,-0.37985802,-1.005984,-0.4948469,-0.511137,-0.080626726,0.050652295,-0.13127899
134,sae_input,-10.0,-0.7060353,-0.7162263,0.010190964,-0.77260125,-0.65342057,-0.11918068,-0.06656593,0.06280571,-0.12937164
135,sae_input,-10.0,-2.3517487,-0.13071178,-2.221037,-2.5373666,-0.11255438,-2.4248123,-0.18561792,0.0181574,-0.2037754
136,sae_input,-10.0,-2.3916218,-0.13052106,-2.2611008,-2.5761218,-0.11308992,-2.4630318,-0.18449998,0.01743114,-0.201931
137,sae_input,-10.0,-2.2291245,-0.14608249,-2.0830421,-2.405687,-0.12637487,-2.2793121,-0.17656255,0.01970762,-0.19626999
138,sae_input,-10.0,-0.7942297,-0.6478216,-0.14640808,-0.8638861,-0.5919936,-0.27189255,-0.06965643,0.055828035,-0.12548447
139,sae_input,-10.0,-0.76146513,-0.67047316,-0.090991974,-0.83167,-0.61096305,-0.22070694,-0.070204854,0.05951011,-0.12971497
140,sae_input,-10.0,-1.9991395,-0.17796876,-1.8211708,-2.1511574,-0.15570839,-1.9954491,-0.15201783,0.022260368,-0.17427826
141,sae_input,-10.0,-0.62427306,-0.81359076,0.1893177,-0.6841874,-0.745646,0.061458588,-0.05991435,0.067944765,-0.12785912
142,sae_input,-10.0,-0.80315626,-0.6322292,-0.17092705,-0.8782633,-0.57366735,-0.30459595,-0.07510704,0.05856186,-0.1336689
143,sae_input,-10.0,-0.71030813,-0.7154656,0.0051574707,-0.77988774,-0.6506019,-0.12928581,-0.0695796,0.06486368,-0.13444328
128,sae_input,-8.0,-2.6268015,-0.10450661,-2.522295,-2.7843337,-0.092923604,-2.69141,-0.15753222,0.011583008,-0.16911507
129,sae_input,-8.0,-0.7615236,-0.6729845,-0.08853912,-0.81914127,-0.62335,-0.19579124,-0.057617664,0.049634457,-0.10725212
130,sae_input,-8.0,-0.7142445,-0.71293414,-0.0013103485,-0.7656572,-0.6643274,-0.1013298,-0.0514127,0.048606753,-0.100019455
131,sae_input,-8.0,-0.55490595,-0.90161043,0.34670448,-0.596718,-0.8452608,0.24854279,-0.041812062,0.056349635,-0.0981617
132,sae_input,-8.0,-0.7810054,-0.6567912,-0.12421417,-0.8420817,-0.60639447,-0.23568726,-0.061076343,0.05039674,-0.11147308
133,sae_input,-8.0,-0.9253572,-0.5454992,-0.37985802,-0.98932296,-0.50476104,-0.48456192,-0.06396574,0.040738165,-0.1047039
134,sae_input,-8.0,-0.7060353,-0.7162263,0.010190964,-0.75877607,-0.6657928,-0.092983246,-0.052740753,0.050433457,-0.10317421
135,sae_input,-8.0,-2.3517487,-0.13071178,-2.221037,-2.4995503,-0.11596145,-2.3835888,-0.14780164,0.014750332,-0.16255188
136,sae_input,-8.0,-2.3916218,-0.13052106,-2.2611008,-2.5385566,-0.11636105,-2.4221954,-0.14693475,0.014160007,-0.16109467
137,sae_input,-8.0,-2.2291245,-0.14608249,-2.0830421,-2.3696713,-0.13008742,-2.239584,-0.1405468,0.01599507,-0.15654182
138,sae_input,-8.0,-0.7942297,-0.6478216,-0.14640808,-0.8494655,-0.6029674,-0.24649811,-0.055235803,0.044854224,-0.10009003
139,sae_input,-8.0,-0.76146513,-0.67047316,-0.090991974,-0.81709445,-0.6226746,-0.19441986,-0.055629313,0.047798574,-0.10342789
140,sae_input,-8.0,-1.9991395,-0.17796876,-1.8211708,-2.120108,-0.15994467,-1.9601631,-0.12096834,0.018024087,-0.13899231
141,sae_input,-8.0,-0.62427306,-0.81359076,0.1893177,-0.6717124,-0.75906897,0.08735657,-0.047439337,0.0545218,-0.101961136
142,sae_input,-8.0,-0.80315626,-0.6322292,-0.17092705,-0.86269957,-0.58515364,-0.27754593,-0.05954331,0.04707557,-0.10661888
143,sae_input,-8.0,-0.71030813,-0.7154656,0.0051574707,-0.7654441,-0.6633437,-0.10210037,-0.055135965,0.052121878,-0.10725784
128,sae_input,-5.0,-2.6268015,-0.10450661,-2.522295,-2.7246668,-0.097082354,-2.6275845,-0.09786534,0.0074242577,-0.10528946
129,sae_input,-5.0,-0.7615236,-0.6729845,-0.08853912,-0.79702264,-0.64175874,-0.1552639,-0.035499036,0.03122574,-0.06672478
130,sae_input,-5.0,-0.7142445,-0.71293414,-0.0013103485,-0.74594206,-0.68237776,-0.0635643,-0.03169757,0.03055638,-0.062253952
131,sae_input,-5.0,-0.55490595,-0.90161043,0.34670448,-0.5806148,-0.86628795,0.28567314,-0.025708854,0.035322487,-0.06103134
132,sae_input,-5.0,-0.7810054,-0.6567912,-0.12421417,-0.8186307,-0.6250653,-0.19356537,-0.037625313,0.031725883,-0.0693512
133,sae_input,-5.0,-0.9253572,-0.5454992,-0.37985802,-0.964833,-0.51984096,-0.44499207,-0.0394758,0.02565825,-0.06513405
134,sae_input,-5.0,-0.7060353,-0.7162263,0.010190964,-0.7385246,-0.6845314,-0.053993225,-0.0324893,0.03169489,-0.06418419
135,sae_input,-5.0,-2.3517487,-0.13071178,-2.221037,-2.4435112,-0.12127427,-2.322237,-0.09176254,0.009437509,-0.101200104
136,sae_input,-5.0,-2.3916218,-0.13052106,-2.2611008,-2.4827924,-0.121469915,-2.3613224,-0.09117055,0.009051144,-0.100221634
137,sae_input,-5.0,-2.2291245,-0.14608249,-2.0830421,-2.316325,-0.135865,-2.18046,-0.0872004,0.010217488,-0.09741783
138,sae_input,-5.0,-0.7942297,-0.6478216,-0.14640808,-0.82831895,-0.619594,-0.20872498,-0.034089267,0.028227627,-0.062316895
139,sae_input,-5.0,-0.76146513,-0.67047316,-0.090991974,-0.79575557,-0.64040965,-0.15534592,-0.034290433,0.03006351,-0.06435394
140,sae_input,-5.0,-1.9991395,-0.17796876,-1.8211708,-2.0741205,-0.16650283,-1.9076176,-0.074980974,0.011465922,-0.08644676
141,sae_input,-5.0,-0.62427306,-0.81359076,0.1893177,-0.65347314,-0.77935624,0.1258831,-0.029200077,0.034234524,-0.0634346
142,sae_input,-5.0,-0.80315626,-0.6322292,-0.17092705,-0.83987004,-0.60259587,-0.23727417,-0.03671378,0.029633343,-0.06634712
143,sae_input,-5.0,-0.71030813,-0.7154656,0.0051574707,-0.74426746,-0.6826868,-0.061580658,-0.03395933,0.0327788,-0.06673813
128,sae_input,5.0,-2.6268015,-0.10450661,-2.522295,-2.5310361,-0.112571426,-2.4184647,0.09576535,-0.008064814,0.10383034
129,sae_input,5.0,-0.7615236,-0.6729845,-0.08853912,-0.7276609,-0.7048814,-0.022779465,0.03386271,-0.03189695,0.06575966
130,sae_input,5.0,-0.7142445,-0.71293414,-0.0013103485,-0.6840228,-0.743986,0.059963226,0.0302217,-0.031051874,0.061273575
131,sae_input,5.0,-0.55490595,-0.90161043,0.34670448,-0.53054166,-0.93725705,0.4067154,0.024364293,-0.035646617,0.06001091
132,sae_input,5.0,-0.7810054,-0.6567912,-0.12421417,-0.74512523,-0.6892685,-0.055856705,0.03588015,-0.03247732,0.06835747
133,sae_input,5.0,-0.9253572,-0.5454992,-0.37985802,-0.8874703,-0.5718251,-0.31564522,0.037886918,-0.026325881,0.0642128
134,sae_input,5.0,-0.7060353,-0.7162263,0.010190964,-0.6750887,-0.7484568,0.07336807,0.030946612,-0.032230496,0.06317711
135,sae_input,5.0,-2.3517487,-0.13071178,-2.221037,-2.2621078,-0.1409035,-2.1212044,0.089640856,-0.010191724,0.099832535
136,sae_input,5.0,-2.3916218,-0.13052106,-2.2611008,-2.302606,-0.1402773,-2.1623287,0.08901572,-0.009756237,0.09877205
137,sae_input,5.0,-2.2291245,-0.14608249,-2.0830421,-2.1441379,-0.15705252,-1.9870853,0.08498669,-0.010970026,0.0959568
138,sae_input,5.0,-0.7942297,-0.6478216,-0.14640808,-0.7615771,-0.6766486,-0.08492851,0.032652557,-0.028827012,0.06147957
139,sae_input,5.0,-0.76146513,-0.67047316,-0.090991974,-0.7287573,-0.7011084,-0.027648926,0.03270781,-0.030635238,0.06334305
140,sae_input,5.0,-1.9991395,-0.17796876,-1.8211708,-1.9261478,-0.1901325,-1.7360153,0.07299173,-0.012163743,0.08515549
141,sae_input,5.0,-0.62427306,-0.81359076,0.1893177,-0.5965206,-0.8483154,0.25179482,0.027752459,-0.034724653,0.06247711
142,sae_input,5.0,-0.80315626,-0.6322292,-0.17092705,-0.768057,-0.6625501,-0.1055069,0.035099268,-0.030320883,0.06542015
143,sae_input,5.0,-0.71030813,-0.7154656,0.0051574707,-0.6779876,-0.74886656,0.07087898,0.03232056,-0.033400953,0.06572151
128,sae_input,8.0,-2.6268015,-0.10450661,-2.522295,-2.474575,-0.117734924,-2.3568401,0.15222645,-0.013228312,0.16545486
129,sae_input,8.0,-0.7615236,-0.6729845,-0.08853912,-0.7081091,-0.72432345,0.01621437,0.053414524,-0.05133897,0.104753494
130,sae_input,8.0,-0.7142445,-0.71293414,-0.0013103485,-0.6665665,-0.76284945,0.09628296,0.047677994,-0.049915314,0.09759331
131,sae_input,8.0,-0.55490595,-0.90161043,0.34670448,-0.51655257,-0.95876753,0.44221497,0.038353384,-0.0571571,0.09551048
132,sae_input,8.0,-0.7810054,-0.6567912,-0.12421417,-0.7244144,-0.7090965,-0.015317917,0.056590974,-0.05230528,0.108896255
133,sae_input,8.0,-0.9253572,-0.5454992,-0.37985802,-0.8654946,-0.5879239,-0.27757072,0.059862614,-0.04242468,0.10228729
134,sae_input,8.0,-0.7060353,-0.7162263,0.010190964,-0.657234,-0.7680395,0.11080551,0.048801303,-0.051813245,0.10061455
135,sae_input,8.0,-2.3517487,-0.13071178,-2.221037,-2.2093751,-0.1473921,-2.061983,0.14237356,-0.016680315,0.1590538
136,sae_input,8.0,-2.3916218,-0.13052106,-2.2611008,-2.2502487,-0.14648136,-2.1037674,0.14137316,-0.015960306,0.15733337
137,sae_input,8.0,-2.2291245,-0.14608249,-2.0830421,-2.094194,-0.16401052,-1.9301834,0.13493061,-0.017928034,0.15285873
138,sae_input,8.0,-0.7942297,-0.6478216,-0.14640808,-0.74263144,-0.6942477,-0.048383713,0.05159825,-0.046426117,0.09802437
139,sae_input,8.0,-0.76146513,-0.67047316,-0.090991974,-0.70986205,-0.7197555,0.009893417,0.05160308,-0.049282312,0.10088539
140,sae_input,8.0,-1.9991395,-0.17796876,-1.8211708,-1.8833317,-0.19776951,-1.6855621,0.11580789,-0.019800752,0.13560867
141,sae_input,8.0,-0.62427306,-0.81359076,0.1893177,-0.5805349,-0.8693742,0.28883934,0.043738186,-0.05578345,0.09952164
142,sae_input,8.0,-0.80315626,-0.6322292,-0.17092705,-0.7477658,-0.6810467,-0.066719055,0.055390477,-0.048817515,0.10420799
143,sae_input,8.0,-0.71030813,-0.7154656,0.0051574707,-0.6593458,-0.76919955,0.109853745,0.05096233,-0.053733945,0.104696274
128,sae_input,10.0,-2.6268015,-0.10450661,-2.522295,-2.4373326,-0.12131936,-2.3160133,0.18946886,-0.01681275,0.20628166
129,sae_input,10.0,-0.7615236,-0.6729845,-0.08853912,-0.6953832,-0.7374097,0.04202652,0.06614041,-0.06442523,0.13056564
130,sae_input,10.0,-0.7142445,-0.71293414,-0.0013103485,-0.6551979,-0.7755249,0.120326996,0.059046566,-0.06259078,0.121637344
131,sae_input,10.0,-0.55490595,-0.90161043,0.34670448,-0.5074682,-0.9731722,0.46570396,0.047437727,-0.071561754,0.11899948
132,sae_input,10.0,-0.7810054,-0.6567912,-0.12421417,-0.7109435,-0.72245055,0.011507034,0.07006186,-0.065659344,0.1357212
133,sae_input,10.0,-0.9253572,-0.5454992,-0.37985802,-0.85116035,-0.59877425,-0.2523861,0.074196875,-0.05327505,0.12747192
134,sae_input,10.0,-0.7060353,-0.7162263,0.010190964,-0.6456177,-0.781194,0.13557625,0.060417593,-0.06496769,0.12538528
135,sae_input,10.0,-2.3517487,-0.13071178,-2.221037,-2.174638,-0.15188143,-2.0227566,0.17711067,-0.021169648,0.19828033
136,sae_input,10.0,-2.3916218,-0.13052106,-2.2611008,-2.2157888,-0.15076739,-2.0650215,0.17583299,-0.020246327,0.19607925
137,sae_input,10.0,-2.2291245,-0.14608249,-2.0830421,-2.0613484,-0.16880843,-1.89254,0.16777611,-0.02272594,0.19050217
138,sae_input,10.0,-0.7942297,-0.6478216,-0.14640808,-0.7302866,-0.70608234,-0.024204254,0.06394309,-0.05826074,0.12220383
139,sae_input,10.0,-0.76146513,-0.67047316,-0.090991974,-0.6975707,-0.7322844,0.034713745,0.06389445,-0.06181127,0.12570572
140,sae_input,10.0,-1.9991395,-0.17796876,-1.8211708,-1.8552085,-0.20300022,-1.6522083,0.14393103,-0.025031462,0.16896248
141,sae_input,10.0,-0.62427306,-0.81359076,0.1893177,-0.57014763,-0.8835021,0.3133545,0.05412543,-0.06991136,0.12403679
142,sae_input,10.0,-0.80315626,-0.6322292,-0.17092705,-0.73455435,-0.69349676,-0.041057587,0.06860191,-0.061267555,0.12986946
143,sae_input,10.0,-0.71030813,-0.7154656,0.0051574707,-0.6472282,-0.78286546,0.13563728,0.06307995,-0.06739986,0.13047981
128,sae_input,20.0,-2.6268015,-0.10450661,-2.522295,-2.2563753,-0.14099224,-2.1153831,0.37042618,-0.036485627,0.40691185
129,sae_input,20.0,-0.7615236,-0.6729845,-0.08853912,-0.6353128,-0.80427337,0.16896057,0.12621081,-0.13128889,0.2574997
130,sae_input,20.0,-0.7142445,-0.71293414,-0.0013103485,-0.60147303,-0.84000224,0.2385292,0.11277145,-0.1270681,0.23983955
131,sae_input,20.0,-0.55490595,-0.90161043,0.34670448,-0.4648667,-1.0457821,0.58091545,0.09003925,-0.14417166,0.23421097
132,sae_input,20.0,-0.7810054,-0.6567912,-0.12421417,-0.6474081,-0.7908083,0.14340019,0.13359725,-0.13401711,0.26761436
133,sae_input,20.0,-0.9253572,-0.5454992,-0.37985802,-0.7829993,-0.65451455,-0.12848473,0.14235795,-0.109015346,0.2513733
134,sae_input,20.0,-0.7060353,-0.7162263,0.010190964,-0.5908412,-0.8480872,0.25724602,0.11519414,-0.13186091,0.24705505
135,sae_input,20.0,-2.3517487,-0.13071178,-2.221037,-2.0062866,-0.1763363,-1.8299503,0.34546208,-0.045624524,0.39108658
136,sae_input,20.0,-2.3916218,-0.13052106,-2.2611008,-2.0488775,-0.17405483,-1.8748226,0.34274435,-0.043533772,0.38627815
137,sae_input,20.0,-2.2291245,-0.14608249,-2.0830421,-1.9024429,-0.19478413,-1.7076588,0.3266816,-0.048701644,0.37538338
138,sae_input,20.0,-0.7942297,-0.6478216,-0.14640808,-0.67165107,-0.76664275,0.094991684,0.12257862,-0.118821144,0.24139977
139,sae_input,20.0,-0.76146513,-0.67047316,-0.090991974,-0.63945466,-0.79621774,0.15676308,0.12201047,-0.12574458,0.24775505
140,sae_input,20.0,-1.9991395,-0.17796876,-1.8211708,-1.7193608,-0.23091367,-1.4884472,0.27977872,-0.052944914,0.33272362
141,sae_input,20.0,-0.62427306,-0.81359076,0.1893177,-0.52126944,-0.9551741,0.43390465,0.10300362,-0.14158332,0.24458694
142,sae_input,20.0,-0.80315626,-0.6322292,-0.17092705,-0.67200965,-0.7572567,0.08524704,0.13114661,-0.12502748,0.2561741
143,sae_input,20.0,-0.71030813,-0.7154656,0.0051574707,-0.59014046,-0.8525287,0.26238823,0.12016767,-0.13706309,0.25723076
128,sae_recons,-20.0,-2.6268015,-0.10450661,-2.522295,-2.875285,-0.08681185,-2.7884731,-0.24848342,0.017694764,-0.26617813
129,sae_recons,-20.0,-0.7615236,-0.6729845,-0.08853912,-0.8490202,-0.5996019,-0.24941826,-0.08749658,0.07338256,-0.16087914
130,sae_recons,-20.0,-0.7142445,-0.71293414,-0.0013103485,-0.78777504,-0.6446762,-0.14309883,-0.073530555,0.06825793,-0.14178848
131,sae_recons,-20.0,-0.55490595,-0.90161043,0.34670448,-0.6146948,-0.8226511,0.20795631,-0.059788823,0.078959346,-0.13874817
132,sae_recons,-20.0,-0.7810054,-0.6567912,-0.12421417,-0.8753977,-0.58131695,-0.29408073,-0.0943923,0.07547426,-0.16986656
133,sae_recons,-20.0,-0.9253572,-0.5454992,-0.37985802,-1.0256851,-0.48308057,-0.54260445,-0.10032785,0.06241864,-0.16274643
134,sae_recons,-20.0,-0.7060353,-0.7162263,0.010190964,-0.78142744,-0.64597136,-0.13545609,-0.07539213,0.07025492,-0.14564705
135,sae_recons,-20.0,-2.3517487,-0.13071178,-2.221037,-2.5813773,-0.108576074,-2.4728012,-0.22962856,0.022135705,-0.2517643
136,sae_recons,-20.0,-2.3916218,-0.13052106,-2.2611008,-2.6185112,-0.109428376,-2.5090828,-0.22688937,0.021092683,-0.24798203
137,sae_recons,-20.0,-2.2291245,-0.14608249,-2.0830421,-2.4441361,-0.12222153,-2.3219147,-0.2150116,0.023860961,-0.23887253
138,sae_recons,-20.0,-0.7942297,-0.6478216,-0.14640808,-0.87743354,-0.58196235,-0.2954712,-0.08320385,0.06585926,-0.14906311
139,sae_recons,-20.0,-0.76146513,-0.67047316,-0.090991974,-0.8450179,-0.6000323,-0.24498558,-0.08355278,0.07044083,-0.1539936
140,sae_recons,-20.0,-1.9991395,-0.17796876,-1.8211708,-2.1904142,-0.150194,-2.0402203,-0.19127464,0.027774751,-0.21904945
141,sae_recons,-20.0,-0.62427306,-0.81359076,0.1893177,-0.6966262,-0.7329383,0.036312103,-0.072353125,0.080652475,-0.1530056
142,sae_recons,-20.0,-0.80315626,-0.6322292,-0.17092705,-0.8972349,-0.5597639,-0.337471,-0.09407866,0.0724653,-0.16654396
143,sae_recons,-20.0,-0.71030813,-0.7154656,0.0051574707,-0.7938355,-0.63860977,-0.15522575,-0.083527386,0.07685584,-0.16038322
128,sae_recons,-10.0,-2.6268015,-0.10450661,-2.522295,-2.7492394,-0.09519445,-2.654045,-0.122437954,0.00931216,-0.1317501
129,sae_recons,-10.0,-0.7615236,-0.6729845,-0.08853912,-0.80343187,-0.63629663,-0.16713524,-0.041908264,0.03668785,-0.078596115
130,sae_recons,-10.0,-0.7142445,-0.71293414,-0.0013103485,-0.74956536,-0.6788695,-0.07069588,-0.035320878,0.03406465,-0.06938553
131,sae_recons,-10.0,-0.55490595,-0.90161043,0.34670448,-0.58348197,-0.8624031,0.27892113,-0.028576016,0.03920734,-0.067783356
132,sae_recons,-10.0,-0.7810054,-0.6567912,-0.12421417,-0.8263162,-0.6189073,-0.2074089,-0.045310795,0.037883937,-0.08319473
133,sae_recons,-10.0,-0.9253572,-0.5454992,-0.37985802,-0.9737943,-0.5140584,-0.45973587,-0.04843706,0.031440794,-0.07987785
134,sae_recons,-10.0,-0.7060353,-0.7162263,0.010190964,-0.7422037,-0.6811838,-0.061019897,-0.036168396,0.035042465,-0.07121086
135,sae_recons,-10.0,-2.3517487,-0.13071178,-2.221037,-2.4644349,-0.11914375,-2.3452911,-0.11268616,0.011568032,-0.12425423
136,sae_recons,-10.0,-2.3916218,-0.13052106,-2.2611008,-2.5030828,-0.119499765,-2.383583,-0.111460924,0.011021294,-0.1224823
137,sae_recons,-10.0,-2.2291245,-0.14608249,-2.0830421,-2.3345592,-0.13366587,-2.2008934,-0.105434656,0.012416616,-0.11785126
138,sae_recons,-10.0,-0.7942297,-0.6478216,-0.14640808,-0.83431566,-0.614818,-0.21949768,-0.04008597,0.03300363,-0.0730896
139,sae_recons,-10.0,-0.76146513,-0.67047316,-0.090991974,-0.80147237,-0.63533276,-0.1661396,-0.040007234,0.035140395,-0.07514763
140,sae_recons,-10.0,-1.9991395,-0.17796876,-1.8211708,-2.0926025,-0.1636359,-1.9289665,-0.093462944,0.014332861,-0.107795715
141,sae_recons,-10.0,-0.62427306,-0.81359076,0.1893177,-0.65893364,-0.7733288,0.11439514,-0.034660578,0.040261984,-0.07492256
142,sae_recons,-10.0,-0.80315626,-0.6322292,-0.17092705,-0.84827363,-0.59591615,-0.25235748,-0.04511738,0.036313057,-0.081430435
143,sae_recons,-10.0,-0.71030813,-0.7154656,0.0051574707,-0.7503321,-0.67704415,-0.073287964,-0.040023983,0.038421452,-0.078445435
128,sae_recons,-8.0,-2.6268015,-0.10450661,-2.522295,-2.7244515,-0.09698164,-2.62747,-0.09765005,0.0075249746,-0.10517502
129,sae_recons,-8.0,-0.7615236,-0.6729845,-0.08853912,-0.79476136,-0.6436421,-0.15111923,-0.033237755,0.029342353,-0.06258011
130,sae_recons,-8.0,-0.7142445,-0.71293414,-0.0013103485,-0.74228334,-0.6856904,-0.05659294,-0.02803886,0.027243733,-0.055282593
131,sae_recons,-8.0,-0.55490595,-0.90161043,0.34670448,-0.57757145,-0.8702808,0.29270935,-0.0226655,0.03132963,-0.053995132
132,sae_recons,-8.0,-0.7810054,-0.6567912,-0.12421417,-0.81696755,-0.62645966,-0.19050789,-0.035962164,0.030331552,-0.06629372
133,sae_recons,-8.0,-0.9253572,-0.5454992,-0.37985802,-0.9638492,-0.5203048,-0.4435444,-0.038491964,0.025194407,-0.06368637
134,sae_recons,-8.0,-0.7060353,-0.7162263,0.010190964,-0.7347219,-0.68822074,-0.04650116,-0.028686583,0.02800554,-0.056692123
135,sae_recons,-8.0,-2.3517487,-0.13071178,-2.221037,-2.4415512,-0.121377856,-2.3201733,-0.0898025,0.009333923,-0.09913635
136,sae_recons,-8.0,-2.3916218,-0.13052106,-2.2611008,-2.480465,-0.121627845,-2.3588371,-0.08884311,0.008893214,-0.09773636
137,sae_recons,-8.0,-2.2291245,-0.14608249,-2.0830421,-2.3131306,-0.13607155,-2.1770592,-0.08400607,0.010010943,-0.09401703
138,sae_recons,-8.0,-0.7942297,-0.6478216,-0.14640808,-0.8260557,-0.6214163,-0.20463943,-0.03182602,0.026405334,-0.058231354
