Sample_Index,Feature_Type,Scaling_Factor,Baseline_LogProb_Token1,Baseline_LogProb_Token2,Baseline_Logit_Diff,Steered_LogProb_Token1,Steered_LogProb_Token2,Steered_Logit_Diff,Delta_LogProb_Token1,Delta_LogProb_Token2,Delta_Logit_Diff
222,sae_input,-8.0,-0.6883458,-0.73861015,0.05026436,-0.74290234,-0.68471104,-0.0581913,-0.05455655,0.05389911,-0.10845566
223,sae_input,-8.0,-0.6893738,-0.73729974,0.04792595,-0.7461404,-0.6815404,-0.06459999,-0.05676663,0.05575931,-0.11252594
208,sae_input,-5.0,-2.5085106,-0.11734584,-2.3911648,-2.6022341,-0.10920557,-2.4930286,-0.093723536,0.008140273,-0.10186386
209,sae_input,-5.0,-1.3741066,-0.3242142,-1.0498924,-1.4333867,-0.30459487,-1.1287918,-0.059280038,0.019619316,-0.07889938
210,sae_input,-5.0,-2.6869779,-0.10099654,-2.5859814,-2.7847455,-0.09406206,-2.6906834,-0.09776759,0.006934479,-0.104701996
211,sae_input,-5.0,-2.7406347,-0.09651912,-2.6441154,-2.844825,-0.089494005,-2.755331,-0.10419035,0.007025115,-0.11121559
212,sae_input,-5.0,-0.7463728,-0.6847769,-0.061595917,-0.78066146,-0.6538724,-0.1267891,-0.034288645,0.030904531,-0.065193176
213,sae_input,-5.0,-2.3147447,-0.13697976,-2.177765,-2.4018588,-0.12764682,-2.274212,-0.087114096,0.00933294,-0.09644699
214,sae_input,-5.0,-0.732399,-0.6984501,-0.0339489,-0.7680295,-0.6654714,-0.102558136,-0.035630524,0.032978714,-0.06860924
215,sae_input,-5.0,-0.7360136,-0.69647044,-0.03954315,-0.77115124,-0.66418904,-0.106962204,-0.035137653,0.0322814,-0.06741905
216,sae_input,-5.0,-0.57409567,-0.8715257,0.29743004,-0.5986473,-0.839389,0.24074173,-0.02455163,0.03213668,-0.05668831
217,sae_input,-5.0,-0.5930362,-0.8535361,0.26049995,-0.62216663,-0.81703854,0.1948719,-0.029130459,0.036497593,-0.06562805
218,sae_input,-5.0,-0.7442337,-0.68524706,-0.058986664,-0.7815517,-0.6515907,-0.12996101,-0.03731799,0.03365636,-0.07097435
219,sae_input,-5.0,-0.784429,-0.6466097,-0.13781929,-0.8244758,-0.6134468,-0.21102905,-0.04004681,0.03316295,-0.07320976
220,sae_input,-5.0,-2.3365498,-0.13203423,-2.2045155,-2.4259717,-0.12267664,-2.3032951,-0.08942199,0.0093575865,-0.09877968
221,sae_input,-5.0,-0.824245,-0.61616087,-0.2080841,-0.8623166,-0.5867028,-0.27561378,-0.038071632,0.029458046,-0.06752968
222,sae_input,-5.0,-0.6883458,-0.73861015,0.05026436,-0.72189116,-0.70476127,-0.017129898,-0.033545375,0.03384888,-0.06739426
223,sae_input,-5.0,-0.6893738,-0.73729974,0.04792595,-0.7242789,-0.7022548,-0.022024155,-0.034905136,0.035044968,-0.069950104
208,sae_input,5.0,-2.5085106,-0.11734584,-2.3911648,-2.416607,-0.1261807,-2.2904263,0.09190369,-0.008834854,0.100738525
209,sae_input,5.0,-1.3741066,-0.3242142,-1.0498924,-1.3169911,-0.34467626,-0.97231483,0.057115555,-0.020462066,0.07757759
210,sae_input,5.0,-2.6869779,-0.10099654,-2.5859814,-2.591034,-0.10855287,-2.482481,0.09594393,-0.007556334,0.103500366
211,sae_input,5.0,-2.7406347,-0.09651912,-2.6441154,-2.6383255,-0.104225986,-2.5340996,0.10230923,-0.0077068657,0.11001587
212,sae_input,5.0,-0.7463728,-0.6847769,-0.061595917,-0.7137502,-0.7162164,0.0024662018,0.032622635,-0.031439483,0.06406212
213,sae_input,5.0,-2.3147447,-0.13697976,-2.177765,-2.229559,-0.14702795,-2.082531,0.085185766,-0.010048196,0.09523392
214,sae_input,5.0,-0.732399,-0.6984501,-0.0339489,-0.69855064,-0.73205894,0.0335083,0.033848345,-0.033608854,0.0674572
215,sae_input,5.0,-0.7360136,-0.69647044,-0.03954315,-0.7026095,-0.72936004,0.026750565,0.03340411,-0.032889605,0.06629372
216,sae_input,5.0,-0.57409567,-0.8715257,0.29743004,-0.5507095,-0.9039924,0.35328293,0.02338618,-0.03246671,0.05585289
217,sae_input,5.0,-0.5930362,-0.8535361,0.26049995,-0.56541586,-0.8905406,0.32512474,0.027620316,-0.03700447,0.06462479
218,sae_input,5.0,-0.7442337,-0.68524706,-0.058986664,-0.7088361,-0.7195687,0.010732651,0.03539765,-0.034321666,0.069719315
219,sae_input,5.0,-0.784429,-0.6466097,-0.13781929,-0.7464205,-0.6805178,-0.06590271,0.03800851,-0.03390807,0.07191658
220,sae_input,5.0,-2.3365498,-0.13203423,-2.2045155,-2.2490447,-0.1421378,-2.106907,0.0875051,-0.010103568,0.09760857
221,sae_input,5.0,-0.824245,-0.61616087,-0.2080841,-0.7879477,-0.6462584,-0.1416893,0.03629726,-0.030097544,0.066394806
222,sae_input,5.0,-0.6883458,-0.73861015,0.05026436,-0.6565157,-0.7730185,0.11650276,0.031830072,-0.03440833,0.0662384
223,sae_input,5.0,-0.6893738,-0.73729974,0.04792595,-0.65628594,-0.77298135,0.116695404,0.03308785,-0.035681605,0.068769455
208,sae_input,8.0,-2.5085106,-0.11734584,-2.3911648,-2.3623605,-0.13183081,-2.2305298,0.14615011,-0.014484972,0.160635
209,sae_input,8.0,-1.3741066,-0.3242142,-1.0498924,-1.2837747,-0.35734308,-0.92643166,0.09033191,-0.033128887,0.12346077
210,sae_input,8.0,-2.6869779,-0.10099654,-2.5859814,-2.5343509,-0.11340096,-2.42095,0.15262699,-0.0124044195,0.16503143
211,sae_input,8.0,-2.7406347,-0.09651912,-2.6441154,-2.577866,-0.109196156,-2.46867,0.1627686,-0.012677036,0.17544556
212,sae_input,8.0,-0.7463728,-0.6847769,-0.061595917,-0.6949632,-0.73530555,0.04034233,0.051409602,-0.050528646,0.10193825
213,sae_input,8.0,-2.3147447,-0.13697976,-2.177765,-2.1793585,-0.15341847,-2.02594,0.13538623,-0.016438708,0.15182495
214,sae_input,8.0,-0.732399,-0.6984501,-0.0339489,-0.67907244,-0.75250345,0.073431015,0.053326547,-0.054053366,0.10737991
215,sae_input,8.0,-0.7360136,-0.69647044,-0.03954315,-0.68338287,-0.74935615,0.06597328,0.052630723,-0.05288571,0.10551643
216,sae_input,8.0,-0.57409567,-0.8715257,0.29743004,-0.5372384,-0.92358714,0.38634872,0.036857247,-0.05206144,0.088918686
217,sae_input,8.0,-0.5930362,-0.8535361,0.26049995,-0.549536,-0.91297555,0.36343956,0.043500185,-0.05943942,0.102939606
218,sae_input,8.0,-0.7442337,-0.68524706,-0.058986664,-0.68848306,-0.74046403,0.051980972,0.055750668,-0.055216968,0.110967636
219,sae_input,8.0,-0.784429,-0.6466097,-0.13781929,-0.72456485,-0.701196,-0.023368835,0.059864163,-0.05458629,0.114450455
220,sae_input,8.0,-2.3365498,-0.13203423,-2.2045155,-2.197481,-0.14857268,-2.0489082,0.13906884,-0.016538456,0.15560722
221,sae_input,8.0,-0.824245,-0.61616087,-0.2080841,-0.76700574,-0.6645983,-0.102407455,0.057239234,-0.048437417,0.10567665
222,sae_input,8.0,-0.6883458,-0.73861015,0.05026436,-0.63822675,-0.793895,0.15566826,0.050119042,-0.055284858,0.1054039
223,sae_input,8.0,-0.6893738,-0.73729974,0.04792595,-0.6372748,-0.794673,0.15739822,0.05209899,-0.057373285,0.109472275
208,sae_input,10.0,-2.5085106,-0.11734584,-2.3911648,-2.3266294,-0.13574189,-2.1908875,0.18188119,-0.01839605,0.20027733
209,sae_input,10.0,-1.3741066,-0.3242142,-1.0498924,-1.2620306,-0.36596203,-0.8960686,0.112076044,-0.04174784,0.15382385
210,sae_input,10.0,-2.6869779,-0.10099654,-2.5859814,-2.4969318,-0.11677046,-2.3801613,0.19004607,-0.015773922,0.20582008
211,sae_input,10.0,-2.7406347,-0.09651912,-2.6441154,-2.5379577,-0.11266089,-2.4252968,0.20267701,-0.016141772,0.21881866
212,sae_input,10.0,-0.7463728,-0.6847769,-0.061595917,-0.68274444,-0.74813217,0.065387726,0.063628376,-0.06335527,0.12698364
213,sae_input,10.0,-2.3147447,-0.13697976,-2.177765,-2.1463077,-0.15782806,-1.9884796,0.168437,-0.020848304,0.18928528
214,sae_input,10.0,-0.732399,-0.6984501,-0.0339489,-0.66640896,-0.76625866,0.0998497,0.06599003,-0.06780857,0.1337986
215,sae_input,10.0,-0.7360136,-0.69647044,-0.03954315,-0.6708701,-0.7628177,0.091947556,0.065143466,-0.06634724,0.1314907
216,sae_input,10.0,-0.57409567,-0.8715257,0.29743004,-0.528467,-0.9367178,0.4082508,0.045628667,-0.0651921,0.11082077
217,sae_input,10.0,-0.5930362,-0.8535361,0.26049995,-0.5392484,-0.92799467,0.38874626,0.053787768,-0.07445854,0.1282463
218,sae_input,10.0,-0.7442337,-0.68524706,-0.058986664,-0.67527765,-0.7545089,0.07923126,0.06895608,-0.06926185,0.13821793
219,sae_input,10.0,-0.784429,-0.6466097,-0.13781929,-0.71037084,-0.71512204,0.0047512054,0.074058175,-0.06851232,0.1425705
220,sae_input,10.0,-2.3365498,-0.13203423,-2.2045155,-2.1635098,-0.15302134,-2.0104885,0.17303991,-0.020987108,0.19402695
221,sae_input,10.0,-0.824245,-0.61616087,-0.2080841,-0.75337017,-0.67695034,-0.07641983,0.07087481,-0.060789466,0.13166428
222,sae_input,10.0,-0.6883458,-0.73861015,0.05026436,-0.62634933,-0.80791557,0.18156624,0.06199646,-0.06930542,0.13130188
223,sae_input,10.0,-0.6893738,-0.73729974,0.04792595,-0.6249473,-0.80923915,0.18429184,0.06442648,-0.07193941,0.13636589
208,sae_input,20.0,-2.5085106,-0.11734584,-2.3911648,-2.15266,-0.15718608,-1.9954739,0.3558507,-0.039840236,0.39569092
209,sae_input,20.0,-1.3741066,-0.3242142,-1.0498924,-1.1584218,-0.4109471,-0.7474747,0.21568489,-0.086732924,0.30241776
210,sae_input,20.0,-2.6869779,-0.10099654,-2.5859814,-2.3145945,-0.13532852,-2.179266,0.37238336,-0.034331977,0.4067154
211,sae_input,20.0,-2.7406347,-0.09651912,-2.6441154,-2.3434362,-0.1318864,-2.2115498,0.39719844,-0.035367273,0.4325657
212,sae_input,20.0,-0.7463728,-0.6847769,-0.061595917,-0.6252978,-0.81325173,0.18795395,0.121075034,-0.12847483,0.24954987
213,sae_input,20.0,-2.3147447,-0.13697976,-2.177765,-1.9858341,-0.18178372,-1.8040504,0.3289106,-0.044803962,0.37371445
214,sae_input,20.0,-0.732399,-0.6984501,-0.0339489,-0.6069608,-0.83626413,0.22930336,0.12543821,-0.13781404,0.26325226
215,sae_input,20.0,-0.7360136,-0.69647044,-0.03954315,-0.61215675,-0.8312119,0.21905518,0.12385684,-0.13474149,0.25859833
216,sae_input,20.0,-0.57409567,-0.8715257,0.29743004,-0.48719162,-1.0028567,0.51566505,0.08690405,-0.13133103,0.21823502
217,sae_input,20.0,-0.5930362,-0.8535361,0.26049995,-0.49101424,-1.00407,0.5130558,0.10202193,-0.15053391,0.25255585
218,sae_input,20.0,-0.7442337,-0.68524706,-0.058986664,-0.6133744,-0.8260457,0.21267128,0.13085932,-0.14079863,0.27165794
219,sae_input,20.0,-0.784429,-0.6466097,-0.13781929,-0.64379245,-0.78625804,0.14246559,0.14063656,-0.13964832,0.28028488
220,sae_input,20.0,-2.3365498,-0.13203423,-2.2045155,-1.9985689,-0.17725311,-1.8213158,0.33798087,-0.045218885,0.3831997
221,sae_input,20.0,-0.824245,-0.61616087,-0.2080841,-0.6890741,-0.74001366,0.05093956,0.13517088,-0.12385279,0.25902367
222,sae_input,20.0,-0.6883458,-0.73861015,0.05026436,-0.5706748,-0.87903583,0.30836105,0.11767101,-0.14042568,0.2580967
223,sae_input,20.0,-0.6893738,-0.73729974,0.04792595,-0.56717443,-0.88333464,0.3161602,0.12219936,-0.1460349,0.26823425
208,sae_recons,-20.0,-2.5085106,-0.11734584,-2.3911648,-2.7484612,-0.09766625,-2.650795,-0.23995066,0.019679591,-0.2596302
209,sae_recons,-20.0,-1.3741066,-0.3242142,-1.0498924,-1.5219731,-0.27787262,-1.2441006,-0.14786649,0.04634157,-0.19420815
210,sae_recons,-20.0,-2.6869779,-0.10099654,-2.5859814,-2.9398267,-0.08375726,-2.8560696,-0.25284886,0.01723928,-0.2700882
211,sae_recons,-20.0,-2.7406347,-0.09651912,-2.6441154,-2.998105,-0.08010767,-2.9179974,-0.25747037,0.016411453,-0.2738819
212,sae_recons,-20.0,-0.7463728,-0.6847769,-0.061595917,-0.8297906,-0.6122155,-0.21757507,-0.08341777,0.07256138,-0.15597916
213,sae_recons,-20.0,-2.3147447,-0.13697976,-2.177765,-2.5462203,-0.11377658,-2.4324436,-0.23147559,0.02320318,-0.25467873
214,sae_recons,-20.0,-0.732399,-0.6984501,-0.0339489,-0.8218998,-0.6192287,-0.20267105,-0.089500785,0.07922137,-0.16872215
215,sae_recons,-20.0,-0.7360136,-0.69647044,-0.03954315,-0.8222617,-0.62019145,-0.20207024,-0.0862481,0.076278985,-0.16252708
216,sae_recons,-20.0,-0.57409567,-0.8715257,0.29743004,-0.6299938,-0.800465,0.17047119,-0.05589813,0.07106072,-0.12695885
217,sae_recons,-20.0,-0.5930362,-0.8535361,0.26049995,-0.6584731,-0.7751246,0.116651535,-0.0654369,0.07841152,-0.14384842
218,sae_recons,-20.0,-0.7442337,-0.68524706,-0.058986664,-0.83854795,-0.6041062,-0.23444176,-0.09431422,0.081140876,-0.1754551
219,sae_recons,-20.0,-0.784429,-0.6466097,-0.13781929,-0.88608956,-0.56645036,-0.3196392,-0.10166055,0.080159366,-0.18181992
220,sae_recons,-20.0,-2.3365498,-0.13203423,-2.2045155,-2.5643272,-0.10965723,-2.45467,-0.22777748,0.022377,-0.2501545
221,sae_recons,-20.0,-0.824245,-0.61616087,-0.2080841,-0.9189551,-0.5456183,-0.3733368,-0.09471011,0.070542574,-0.16525269
222,sae_recons,-20.0,-0.6883458,-0.73861015,0.05026436,-0.771509,-0.6583021,-0.11320686,-0.0831632,0.08030802,-0.16347122
223,sae_recons,-20.0,-0.6893738,-0.73729974,0.04792595,-0.77699363,-0.6533345,-0.123659134,-0.08761984,0.08396524,-0.17158508
208,sae_recons,-10.0,-2.5085106,-0.11734584,-2.3911648,-2.6266694,-0.10700458,-2.5196648,-0.11815882,0.010341257,-0.12849998
209,sae_recons,-10.0,-1.3741066,-0.3242142,-1.0498924,-1.4457227,-0.3006154,-1.1451073,-0.07161605,0.02359879,-0.095214844
210,sae_recons,-10.0,-2.6869779,-0.10099654,-2.5859814,-2.8115811,-0.09191369,-2.7196674,-0.12460327,0.009082846,-0.13368607
211,sae_recons,-10.0,-2.7406347,-0.09651912,-2.6441154,-2.867602,-0.08783992,-2.7797623,-0.12696743,0.008679204,-0.13564682
212,sae_recons,-10.0,-0.7463728,-0.6847769,-0.061595917,-0.7863875,-0.64849,-0.13789749,-0.040014684,0.03628689,-0.076301575
213,sae_recons,-10.0,-2.3147447,-0.13697976,-2.177765,-2.42856,-0.124812916,-2.3037472,-0.11381531,0.012166843,-0.12598228
214,sae_recons,-10.0,-0.732399,-0.6984501,-0.0339489,-0.77532977,-0.65870494,-0.11662483,-0.04293078,0.039745152,-0.082675934
215,sae_recons,-10.0,-0.7360136,-0.69647044,-0.03954315,-0.7773936,-0.65825105,-0.11914253,-0.04137999,0.038219392,-0.07959938
216,sae_recons,-10.0,-0.57409567,-0.8715257,0.29743004,-0.60091776,-0.836214,0.23529625,-0.02682209,0.0353117,-0.06213379
217,sae_recons,-10.0,-0.5930362,-0.8535361,0.26049995,-0.62439954,-0.8144516,0.19005203,-0.031363368,0.039084554,-0.07044792
218,sae_recons,-10.0,-0.7442337,-0.68524706,-0.058986664,-0.7894223,-0.6445229,-0.14489937,-0.045188546,0.04072416,-0.085912704
219,sae_recons,-10.0,-0.784429,-0.6466097,-0.13781929,-0.8332392,-0.60624564,-0.22699356,-0.048810184,0.040364087,-0.08917427
220,sae_recons,-10.0,-2.3365498,-0.13203423,-2.2045155,-2.4485722,-0.120309725,-2.3282623,-0.1120224,0.011724502,-0.12374687
221,sae_recons,-10.0,-0.824245,-0.61616087,-0.2080841,-0.86977494,-0.58073723,-0.2890377,-0.04552996,0.035423636,-0.0809536
222,sae_recons,-10.0,-0.6883458,-0.73861015,0.05026436,-0.72820437,-0.69840586,-0.029798508,-0.03985858,0.040204287,-0.080062866
223,sae_recons,-10.0,-0.6893738,-0.73729974,0.04792595,-0.73135775,-0.6951944,-0.03616333,-0.041983962,0.042105317,-0.08408928
208,sae_recons,-8.0,-2.5085106,-0.11734584,-2.3911648,-2.6027288,-0.10899264,-2.4937363,-0.094218254,0.008353196,-0.10257149
209,sae_recons,-8.0,-1.3741066,-0.3242142,-1.0498924,-1.4310377,-0.305269,-1.1257687,-0.05693102,0.018945187,-0.075876236
210,sae_recons,-8.0,-2.6869779,-0.10099654,-2.5859814,-2.7863727,-0.093654096,-2.6927185,-0.0993948,0.007342443,-0.10673714
211,sae_recons,-8.0,-2.7406347,-0.09651912,-2.6441154,-2.8419437,-0.08949673,-2.7524471,-0.10130906,0.0070223883,-0.10833168
212,sae_recons,-8.0,-0.7463728,-0.6847769,-0.061595917,-0.77812195,-0.6557503,-0.12237167,-0.03174913,0.029026628,-0.060775757
213,sae_recons,-8.0,-2.3147447,-0.13697976,-2.177765,-2.4054728,-0.12715629,-2.2783165,-0.090728045,0.009823471,-0.100551605
214,sae_recons,-8.0,-0.732399,-0.6984501,-0.0339489,-0.7664656,-0.66663307,-0.099832535,-0.034066617,0.03181702,-0.06588364
215,sae_recons,-8.0,-0.7360136,-0.69647044,-0.03954315,-0.76884425,-0.6658894,-0.102954865,-0.032830656,0.030581057,-0.06341171
216,sae_recons,-8.0,-0.57409567,-0.8715257,0.29743004,-0.59538996,-0.8432995,0.24790955,-0.021294296,0.028226197,-0.049520493
217,sae_recons,-8.0,-0.5930362,-0.8535361,0.26049995,-0.61792517,-0.8222823,0.20435715,-0.024888992,0.031253815,-0.056142807
218,sae_recons,-8.0,-0.7442337,-0.68524706,-0.058986664,-0.7800664,-0.6526593,-0.12740707,-0.035832644,0.032587767,-0.06842041
219,sae_recons,-8.0,-0.784429,-0.6466097,-0.13781929,-0.8231496,-0.6142892,-0.2088604,-0.038720608,0.0323205,-0.07104111
220,sae_recons,-8.0,-2.3365498,-0.13203423,-2.2045155,-2.4258444,-0.12257024,-2.3032742,-0.08929467,0.009463988,-0.0987587
221,sae_recons,-8.0,-0.824245,-0.61616087,-0.2080841,-0.8603756,-0.58780974,-0.27256584,-0.036130607,0.028351128,-0.064481735
222,sae_recons,-8.0,-0.6883458,-0.73861015,0.05026436,-0.71997344,-0.7064351,-0.013538361,-0.031627655,0.032175064,-0.06380272
223,sae_recons,-8.0,-0.6893738,-0.73729974,0.04792595,-0.72267973,-0.7035986,-0.019081116,-0.033305943,0.03370112,-0.067007065
208,sae_recons,-5.0,-2.5085106,-0.11734584,-2.3911648,-2.5671208,-0.11204828,-2.4550724,-0.0586102,0.0052975565,-0.06390762
209,sae_recons,-5.0,-1.3741066,-0.3242142,-1.0498924,-1.4093341,-0.31231868,-1.0970154,-0.035227418,0.011895508,-0.047122955
210,sae_recons,-5.0,-2.6869779,-0.10099654,-2.5859814,-2.7488036,-0.09633769,-2.6524658,-0.061825752,0.004658848,-0.06648445
211,sae_recons,-5.0,-2.7406347,-0.09651912,-2.6441154,-2.8036642,-0.09205907,-2.711605,-0.06302953,0.0044600517,-0.067489624
212,sae_recons,-5.0,-0.7463728,-0.6847769,-0.061595917,-0.76597613,-0.6666376,-0.09933853,-0.019603312,0.018139303,-0.037742615
213,sae_recons,-5.0,-2.3147447,-0.13697976,-2.177765,-2.371144,-0.13075529,-2.2403889,-0.056399345,0.0062244684,-0.06262398
214,sae_recons,-5.0,-0.732399,-0.6984501,-0.0339489,-0.75342625,-0.6785533,-0.07487297,-0.021027267,0.019896805,-0.040924072
215,sae_recons,-5.0,-0.7360136,-0.69647044,-0.03954315,-0.75628567,-0.67734814,-0.07893753,-0.020272076,0.019122303,-0.03939438
216,sae_recons,-5.0,-0.57409567,-0.8715257,0.29743004,-0.58722967,-0.85393804,0.26670837,-0.013134003,0.017587662,-0.030721664
217,sae_recons,-5.0,-0.5930362,-0.8535361,0.26049995,-0.60839605,-0.83402777,0.22563171,-0.015359879,0.019508362,-0.03486824
218,sae_recons,-5.0,-0.7442337,-0.68524706,-0.058986664,-0.76635575,-0.6648562,-0.10149956,-0.022122025,0.020390868,-0.042512894
219,sae_recons,-5.0,-0.784429,-0.6466097,-0.13781929,-0.80833864,-0.62637377,-0.18196487,-0.023909628,0.020235956,-0.044145584
220,sae_recons,-5.0,-2.3365498,-0.13203423,-2.2045155,-2.392043,-0.12604041,-2.2660027,-0.055493355,0.0059938133,-0.061487198
221,sae_recons,-5.0,-0.824245,-0.61616087,-0.2080841,-0.8465571,-0.5984301,-0.24812698,-0.022312105,0.017730772,-0.040042877
222,sae_recons,-5.0,-0.6883458,-0.73861015,0.05026436,-0.70786124,-0.71850425,0.010643005,-0.019515455,0.020105898,-0.039621353
223,sae_recons,-5.0,-0.6893738,-0.73729974,0.04792595,-0.7099324,-0.7162209,0.0062885284,-0.020558596,0.021078825,-0.04163742
208,sae_recons,5.0,-2.5085106,-0.11734584,-2.3911648,-2.450894,-0.12289879,-2.3279953,0.057616472,-0.0055529475,0.06316948
209,sae_recons,5.0,-1.3741066,-0.3242142,-1.0498924,-1.3400083,-0.3362927,-1.0037155,0.034098387,-0.012078524,0.04617691
210,sae_recons,5.0,-2.6869779,-0.10099654,-2.5859814,-2.6261744,-0.10589171,-2.5202827,0.060803413,-0.004895173,0.06569862
211,sae_recons,5.0,-2.7406347,-0.09651912,-2.6441154,-2.6785605,-0.10122313,-2.5773373,0.062074184,-0.0047040135,0.06677818
212,sae_recons,5.0,-0.7463728,-0.6847769,-0.061595917,-0.72756034,-0.70288116,-0.024679184,0.018812478,-0.018104255,0.036916733
213,sae_recons,5.0,-2.3147447,-0.13697976,-2.177765,-2.2594352,-0.14348365,-2.1159515,0.055309534,-0.006503895,0.061813354
214,sae_recons,5.0,-0.732399,-0.6984501,-0.0339489,-0.71222234,-0.7183697,0.0061473846,0.02017665,-0.019919634,0.040096283
215,sae_recons,5.0,-0.7360136,-0.69647044,-0.03954315,-0.71655387,-0.7155945,-0.00095939636,0.019459724,-0.019124031,0.038583755
216,sae_recons,5.0,-0.57409567,-0.8715257,0.29743004,-0.56145114,-0.8890249,0.32757378,0.012644529,-0.017499208,0.030143738
217,sae_recons,5.0,-0.5930362,-0.8535361,0.26049995,-0.57829475,-0.87296295,0.2946682,0.014741421,-0.019426823,0.034168243
218,sae_recons,5.0,-0.7442337,-0.68524706,-0.058986664,-0.7230361,-0.70566016,-0.017375946,0.021197617,-0.0204131,0.041610718
219,sae_recons,5.0,-0.784429,-0.6466097,-0.13781929,-0.76149213,-0.66691816,-0.094573975,0.02293688,-0.020308435,0.043245316
220,sae_recons,5.0,-2.3365498,-0.13203423,-2.2045155,-2.2820585,-0.13829769,-2.1437607,0.05449128,-0.0062634647,0.060754776
221,sae_recons,5.0,-0.824245,-0.61616087,-0.2080841,-0.80278766,-0.6339301,-0.16885757,0.021457314,-0.017769217,0.039226532
222,sae_recons,5.0,-0.6883458,-0.73861015,0.05026436,-0.6696462,-0.75868315,0.08903694,0.018699586,-0.020072997,0.038772583
223,sae_recons,5.0,-0.6893738,-0.73729974,0.04792595,-0.66966087,-0.75840026,0.088739395,0.019712925,-0.021100521,0.040813446
208,sae_recons,8.0,-2.5085106,-0.11734584,-2.3911648,-2.4168577,-0.12634756,-2.2905102,0.09165287,-0.009001717,0.1006546
209,sae_recons,8.0,-1.3741066,-0.3242142,-1.0498924,-1.3200724,-0.3436244,-0.97644806,0.054034233,-0.019410223,0.07344437
210,sae_recons,8.0,-2.6869779,-0.10099654,-2.5859814,-2.5902038,-0.108941436,-2.4812622,0.0967741,-0.007944897,0.10471916
211,sae_recons,8.0,-2.7406347,-0.09651912,-2.6441154,-2.6417513,-0.10416702,-2.5375843,0.09888339,-0.007647902,0.10653114
212,sae_recons,8.0,-0.7463728,-0.6847769,-0.061595917,-0.7166504,-0.7137093,-0.0029411316,0.029722393,-0.028932393,0.058654785
213,sae_recons,8.0,-2.3147447,-0.13697976,-2.177765,-2.2267504,-0.14752294,-2.0792274,0.08799434,-0.0105431825,0.098537445
214,sae_recons,8.0,-0.732399,-0.6984501,-0.0339489,-0.7005165,-0.73031884,0.029802322,0.031882465,-0.031868756,0.06375122
215,sae_recons,8.0,-0.7360136,-0.69647044,-0.03954315,-0.7052553,-0.72706205,0.021806717,0.030758262,-0.030591607,0.06134987
216,sae_recons,8.0,-0.57409567,-0.8715257,0.29743004,-0.5541108,-0.89945155,0.34534073,0.019984841,-0.027925849,0.04791069
217,sae_recons,8.0,-0.5930362,-0.8535361,0.26049995,-0.5697186,-0.884599,0.31488037,0.023317575,-0.031062841,0.054380417
218,sae_recons,8.0,-0.7442337,-0.68524706,-0.058986664,-0.7107494,-0.71790767,0.0071582794,0.03348434,-0.032660604,0.06614494
219,sae_recons,8.0,-0.784429,-0.6466097,-0.13781929,-0.7481753,-0.679135,-0.0690403,0.03625369,-0.0325253,0.06877899
220,sae_recons,8.0,-2.3365498,-0.13203423,-2.2045155,-2.2498748,-0.14218412,-2.1076908,0.08667493,-0.010149896,0.096824646
221,sae_recons,8.0,-0.824245,-0.61616087,-0.2080841,-0.79033303,-0.6445849,-0.14574814,0.033911943,-0.028424025,0.062335968
222,sae_recons,8.0,-0.6883458,-0.73861015,0.05026436,-0.65878123,-0.77072924,0.11194801,0.02956456,-0.032119095,0.061683655
223,sae_recons,8.0,-0.6893738,-0.73729974,0.04792595,-0.65822524,-0.7710621,0.11283684,0.031148553,-0.033762336,0.06491089
208,sae_recons,10.0,-2.5085106,-0.11734584,-2.3911648,-2.3943594,-0.12869991,-2.2656593,0.11415124,-0.011354074,0.12550545
209,sae_recons,10.0,-1.3741066,-0.3242142,-1.0498924,-1.3070155,-0.34853855,-0.958477,0.06709111,-0.024324358,0.091415405
210,sae_recons,10.0,-2.6869779,-0.10099654,-2.5859814,-2.5664208,-0.11102413,-2.4553967,0.12055707,-0.010027587,0.13058472
211,sae_recons,10.0,-2.7406347,-0.09651912,-2.6441154,-2.617432,-0.10617873,-2.5112534,0.12320256,-0.009659611,0.13286209
212,sae_recons,10.0,-0.7463728,-0.6847769,-0.061595917,-0.7095082,-0.7209332,0.011425018,0.03686464,-0.036156297,0.073020935
213,sae_recons,10.0,-2.3147447,-0.13697976,-2.177765,-2.2051916,-0.15027145,-2.0549202,0.1095531,-0.013291687,0.122844696
214,sae_recons,10.0,-0.732399,-0.6984501,-0.0339489,-0.6928718,-0.7382858,0.04541397,0.039527178,-0.03983569,0.07936287
215,sae_recons,10.0,-0.7360136,-0.69647044,-0.03954315,-0.69786936,-0.7347098,0.03684044,0.03814423,-0.03823936,0.07638359
216,sae_recons,10.0,-0.57409567,-0.8715257,0.29743004,-0.5493197,-0.9063677,0.35704803,0.024775982,-0.034842014,0.059617996
217,sae_recons,10.0,-0.5930362,-0.8535361,0.26049995,-0.5641127,-0.8923426,0.3282299,0.028923452,-0.038806498,0.06772995
218,sae_recons,10.0,-0.7442337,-0.68524706,-0.058986664,-0.7027331,-0.7260695,0.02333641,0.041500628,-0.040822446,0.082323074
219,sae_recons,10.0,-0.784429,-0.6466097,-0.13781929,-0.7394732,-0.6872958,-0.05217743,0.04495579,-0.04068607,0.08564186
220,sae_recons,10.0,-2.3365498,-0.13203423,-2.2045155,-2.2286437,-0.14482708,-2.0838165,0.1079061,-0.0127928555,0.12069893
