Feature Type,Label,Average Cosine Similarity,Cosine Similarity Std
sae_input,label,0.957024180094401,0.005334478287724055
sae_recons,label,0.9565371529261271,0.005650306173111963
sae_diff,label,0.90310165087382,0.010630027520749381
