Sample_Index,Feature_Type,Scaling_Factor,Baseline_LogProb_Token1,Baseline_LogProb_Token2,Baseline_Logit_Diff,Steered_LogProb_Token1,Steered_LogProb_Token2,Steered_Logit_Diff,Delta_LogProb_Token1,Delta_LogProb_Token2,Delta_Logit_Diff
95,sae_input,-5.0,-0.6442547,-0.78582764,0.14157295,-0.63996434,-0.7909119,0.15094757,0.0042903423,-0.005084276,0.0093746185
80,sae_input,5.0,-1.0027635,-0.506252,-0.49651146,-1.0085787,-0.5025362,-0.5060425,-0.0058151484,0.0037158132,-0.009531021
81,sae_input,5.0,-0.7842563,-0.65018874,-0.13406754,-0.7885753,-0.64622796,-0.14234734,-0.004319012,0.0039607882,-0.0082798
82,sae_input,5.0,-0.681395,-0.743174,0.061779022,-0.6859224,-0.7382562,0.05233383,-0.00452739,0.0049178004,-0.00944519
83,sae_input,5.0,-0.8193221,-0.6308074,-0.18851471,-0.82479644,-0.6261518,-0.19864464,-0.005474329,0.0046555996,-0.010129929
84,sae_input,5.0,-0.72311723,-0.70269907,-0.020418167,-0.72783124,-0.69797933,-0.029851913,-0.004714012,0.004719734,-0.009433746
85,sae_input,5.0,-0.7086556,-0.7207978,0.012142181,-0.71304375,-0.7162557,0.003211975,-0.0043881536,0.0045420527,-0.008930206
86,sae_input,5.0,-0.6464783,-0.7819382,0.1354599,-0.65058726,-0.77711123,0.12652397,-0.0041089654,0.004826963,-0.008935928
87,sae_input,5.0,-1.1404736,-0.4242299,-0.71624374,-1.1482401,-0.42031568,-0.72792435,-0.007766485,0.003914207,-0.011680603
88,sae_input,5.0,-0.7305413,-0.69684035,-0.033700943,-0.73485494,-0.69258237,-0.042272568,-0.0043136477,0.004257977,-0.008571625
89,sae_input,5.0,-0.6640429,-0.76505226,0.10100937,-0.6681905,-0.76039934,0.09220886,-0.004147589,0.0046529174,-0.008800507
90,sae_input,5.0,-0.770635,-0.663627,-0.10700798,-0.77516884,-0.65941566,-0.115753174,-0.0045338273,0.004211366,-0.0087451935
91,sae_input,5.0,-0.6061834,-0.8296064,0.223423,-0.6094203,-0.8254638,0.21604347,-0.0032368898,0.004142642,-0.007379532
92,sae_input,5.0,-0.8626121,-0.58393514,-0.278677,-0.8691718,-0.5789458,-0.29022598,-0.00655967,0.004989326,-0.011548996
93,sae_input,5.0,-0.7799755,-0.6536918,-0.12628365,-0.78491646,-0.64927155,-0.13564491,-0.0049409866,0.0044202805,-0.009361267
94,sae_input,5.0,-0.77156454,-0.66299635,-0.10856819,-0.77610606,-0.65875643,-0.117349625,-0.0045415163,0.004239917,-0.008781433
95,sae_input,5.0,-0.6442547,-0.78582764,0.14157295,-0.6486411,-0.78068113,0.13204002,-0.004386425,0.0051465034,-0.0095329285
80,sae_input,10.0,-1.0027635,-0.506252,-0.49651146,-1.0145767,-0.49874002,-0.5158367,-0.011813164,0.0075119734,-0.019325256
81,sae_input,10.0,-0.7842563,-0.65018874,-0.13406754,-0.79305696,-0.6421571,-0.15089989,-0.008800685,0.008031666,-0.016832352
82,sae_input,10.0,-0.681395,-0.743174,0.061779022,-0.6905492,-0.7332795,0.04273033,-0.009154201,0.00989449,-0.01904869
83,sae_input,10.0,-0.8193221,-0.6308074,-0.18851471,-0.8304715,-0.6213765,-0.209095,-0.011149406,0.009430885,-0.020580292
84,sae_input,10.0,-0.72311723,-0.70269907,-0.020418167,-0.7327107,-0.6931447,-0.03956604,-0.009593487,0.009554386,-0.019147873
85,sae_input,10.0,-0.7086556,-0.7207978,0.012142181,-0.7175847,-0.7116014,-0.0059833527,-0.008929133,0.009196401,-0.018125534
86,sae_input,10.0,-0.6464783,-0.7819382,0.1354599,-0.6547914,-0.77221733,0.11742592,-0.008313119,0.009720862,-0.018033981
87,sae_input,10.0,-1.1404736,-0.4242299,-0.71624374,-1.1562109,-0.4163465,-0.73986435,-0.015737295,0.0078834,-0.023620605
88,sae_input,10.0,-0.7305413,-0.69684035,-0.033700943,-0.7392911,-0.6882447,-0.05104637,-0.008749783,0.008595645,-0.017345428
89,sae_input,10.0,-0.6640429,-0.76505226,0.10100937,-0.67249155,-0.7556195,0.083127975,-0.00844866,0.009432733,-0.017881393
90,sae_input,10.0,-0.770635,-0.663627,-0.10700798,-0.7798697,-0.6550909,-0.12477875,-0.009234667,0.0085361,-0.017770767
91,sae_input,10.0,-0.6061834,-0.8296064,0.223423,-0.6127255,-0.82126355,0.20853806,-0.0065420866,0.008342862,-0.014884949
92,sae_input,10.0,-0.8626121,-0.58393514,-0.278677,-0.87592775,-0.5738743,-0.30205345,-0.013315618,0.010060847,-0.023376465
93,sae_input,10.0,-0.7799755,-0.6536918,-0.12628365,-0.79002184,-0.64475054,-0.1452713,-0.010046363,0.008941293,-0.018987656
94,sae_input,10.0,-0.77156454,-0.66299635,-0.10856819,-0.78085244,-0.6543666,-0.12648582,-0.009287894,0.008629739,-0.017917633
95,sae_input,10.0,-0.6442547,-0.78582764,0.14157295,-0.65310264,-0.7754991,0.12239647,-0.008847952,0.010328531,-0.019176483
80,sae_input,20.0,-1.0027635,-0.506252,-0.49651146,-1.0270518,-0.49095905,-0.53609276,-0.024288297,0.0152929425,-0.0395813
81,sae_input,20.0,-0.7842563,-0.65018874,-0.13406754,-0.80244035,-0.63375634,-0.168684,-0.018184066,0.016432405,-0.03461647
82,sae_input,20.0,-0.681395,-0.743174,0.061779022,-0.70008856,-0.7231732,0.02308464,-0.018693566,0.020000815,-0.03869438
83,sae_input,20.0,-0.8193221,-0.6308074,-0.18851471,-0.8423977,-0.6115017,-0.230896,-0.02307558,0.019305706,-0.042381287
84,sae_input,20.0,-0.72311723,-0.70269907,-0.020418167,-0.74292904,-0.68318325,-0.05974579,-0.019811809,0.019515812,-0.03932762
85,sae_input,20.0,-0.7086556,-0.7207978,0.012142181,-0.727036,-0.70205736,-0.024978638,-0.018380404,0.018740416,-0.03712082
86,sae_input,20.0,-0.6464783,-0.7819382,0.1354599,-0.663472,-0.76224977,0.09877777,-0.016993701,0.019688427,-0.03668213
87,sae_input,20.0,-1.1404736,-0.4242299,-0.71624374,-1.1727978,-0.408239,-0.7645588,-0.032324195,0.015990883,-0.04831505
88,sae_input,20.0,-0.7305413,-0.69684035,-0.033700943,-0.74860114,-0.67927665,-0.06932449,-0.01805985,0.0175637,-0.03562355
89,sae_input,20.0,-0.6640429,-0.76505226,0.10100937,-0.6814854,-0.7457707,0.06428528,-0.017442524,0.019281566,-0.03672409
90,sae_input,20.0,-0.770635,-0.663627,-0.10700798,-0.7897433,-0.64614475,-0.14359856,-0.019108295,0.01748228,-0.036590576
91,sae_input,20.0,-0.6061834,-0.8296064,0.223423,-0.61948293,-0.81276983,0.1932869,-0.013299525,0.016836584,-0.030136108
92,sae_input,20.0,-0.8626121,-0.58393514,-0.278677,-0.88988805,-0.56360745,-0.3262806,-0.02727592,0.020327687,-0.047603607
93,sae_input,20.0,-0.7799755,-0.6536918,-0.12628365,-0.8006374,-0.63549346,-0.16514397,-0.02066195,0.018198371,-0.03886032
94,sae_input,20.0,-0.77156454,-0.66299635,-0.10856819,-0.7908052,-0.6452879,-0.14551735,-0.019240677,0.01770848,-0.036949158
95,sae_input,20.0,-0.6442547,-0.78582764,0.14157295,-0.66222495,-0.7650673,0.10284233,-0.017970264,0.020760357,-0.03873062
80,sae_input,30.0,-1.0027635,-0.506252,-0.49651146,-1.0401227,-0.48297098,-0.5571518,-0.037359238,0.023281008,-0.060640335
81,sae_input,30.0,-0.7842563,-0.65018874,-0.13406754,-0.812405,-0.6250137,-0.18739128,-0.02814871,0.025175035,-0.053323746
82,sae_input,30.0,-0.681395,-0.743174,0.061779022,-0.70995724,-0.7129308,0.0029735565,-0.028562248,0.030243218,-0.058805466
83,sae_input,30.0,-0.8193221,-0.6308074,-0.18851471,-0.8550648,-0.6012463,-0.2538185,-0.0357427,0.029561102,-0.0653038
84,sae_input,30.0,-0.72311723,-0.70269907,-0.020418167,-0.75375336,-0.6728665,-0.08088684,-0.030636132,0.029832542,-0.060468674
85,sae_input,30.0,-0.7086556,-0.7207978,0.012142181,-0.7369584,-0.6922444,-0.044713974,-0.028302789,0.028553367,-0.056856155
86,sae_input,30.0,-0.6464783,-0.7819382,0.1354599,-0.6724671,-0.75211036,0.07964325,-0.025988817,0.029827833,-0.05581665
87,sae_input,30.0,-1.1404736,-0.4242299,-0.71624374,-1.1901332,-0.39998165,-0.7901516,-0.04965961,0.024248242,-0.07390785
88,sae_input,30.0,-0.7305413,-0.69684035,-0.033700943,-0.7584076,-0.6700249,-0.08838272,-0.027866304,0.026815474,-0.054681778
89,sae_input,30.0,-0.6640429,-0.76505226,0.10100937,-0.6909709,-0.7355933,0.04462242,-0.026928008,0.02945894,-0.056386948
90,sae_input,30.0,-0.770635,-0.663627,-0.10700798,-0.8001934,-0.6368729,-0.16332054,-0.02955842,0.02675414,-0.05631256
91,sae_input,30.0,-0.6061834,-0.8296064,0.223423,-0.62637967,-0.8042285,0.17784882,-0.020196259,0.02537793,-0.04557419
92,sae_input,30.0,-0.8626121,-0.58393514,-0.278677,-0.9044823,-0.5531754,-0.35130692,-0.041870177,0.030759752,-0.07262993
93,sae_input,30.0,-0.7799755,-0.6536918,-0.12628365,-0.81177384,-0.62598664,-0.1857872,-0.031798363,0.027705193,-0.059503555
94,sae_input,30.0,-0.77156454,-0.66299635,-0.10856819,-0.80139047,-0.63582116,-0.1655693,-0.029825926,0.027175188,-0.057001114
95,sae_input,30.0,-0.6442547,-0.78582764,0.14157295,-0.67156017,-0.75461566,0.083055496,-0.027305484,0.031211972,-0.058517456
80,sae_recons,-30.0,-1.0027635,-0.506252,-0.49651146,-0.99752873,-0.51440114,-0.4831276,0.005234778,-0.008149147,0.013383865
81,sae_recons,-30.0,-0.7842563,-0.65018874,-0.13406754,-0.78376216,-0.65510386,-0.1286583,0.0004941225,-0.004915118,0.0054092407
82,sae_recons,-30.0,-0.681395,-0.743174,0.061779022,-0.6738392,-0.7552048,0.081365585,0.007555783,-0.01203078,0.019586563
83,sae_recons,-30.0,-0.8193221,-0.6308074,-0.18851471,-0.81555945,-0.63912016,-0.17643929,0.0037626624,-0.008312762,0.012075424
84,sae_recons,-30.0,-0.72311723,-0.70269907,-0.020418167,-0.7183803,-0.7118514,-0.0065288544,0.00473696,-0.009152353,0.013889313
85,sae_recons,-30.0,-0.7086556,-0.7207978,0.012142181,-0.70232433,-0.73197216,0.029647827,0.006331265,-0.011174381,0.017505646
86,sae_recons,-30.0,-0.6464783,-0.7819382,0.1354599,-0.6360414,-0.7984693,0.1624279,0.0104368925,-0.01653111,0.026968002
87,sae_recons,-30.0,-1.1404736,-0.4242299,-0.71624374,-1.1352955,-0.4315411,-0.7037544,0.005178094,-0.007311195,0.012489319
88,sae_recons,-30.0,-0.7305413,-0.69684035,-0.033700943,-0.7241009,-0.7077072,-0.016393661,0.006440401,-0.01086688,0.017307281
89,sae_recons,-30.0,-0.6640429,-0.76505226,0.10100937,-0.6587261,-0.7752937,0.11656761,0.005316794,-0.010241449,0.015558243
90,sae_recons,-30.0,-0.770635,-0.663627,-0.10700798,-0.7689913,-0.6697653,-0.099226,0.0016437173,-0.006138265,0.0077819824
91,sae_recons,-30.0,-0.6061834,-0.8296064,0.223423,-0.596551,-0.84544474,0.24889374,0.009632409,-0.015838325,0.025470734
92,sae_recons,-30.0,-0.8626121,-0.58393514,-0.278677,-0.84764403,-0.59913176,-0.24851227,0.014968097,-0.015196621,0.030164719
93,sae_recons,-30.0,-0.7799755,-0.6536918,-0.12628365,-0.77749366,-0.6602604,-0.11723328,0.0024818182,-0.006568551,0.009050369
94,sae_recons,-30.0,-0.77156454,-0.66299635,-0.10856819,-0.76992726,-0.66888547,-0.101041794,0.00163728,-0.0058891177,0.0075263977
95,sae_recons,-30.0,-0.6442547,-0.78582764,0.14157295,-0.6284377,-0.8091685,0.18073082,0.015816987,-0.02334088,0.039157867
80,sae_recons,-20.0,-1.0027635,-0.506252,-0.49651146,-0.99859613,-0.5120105,-0.48658562,0.004167378,-0.005758524,0.009925842
81,sae_recons,-20.0,-0.7842563,-0.65018874,-0.13406754,-0.78307587,-0.6541086,-0.12896729,0.0011804104,-0.00391984,0.0051002502
82,sae_recons,-20.0,-0.681395,-0.743174,0.061779022,-0.6758887,-0.7515704,0.07568169,0.005506277,-0.008396387,0.013902664
83,sae_recons,-20.0,-0.8193221,-0.6308074,-0.18851471,-0.8158857,-0.6370031,-0.1788826,0.0034363866,-0.006195724,0.009632111
84,sae_recons,-20.0,-0.72311723,-0.70269907,-0.020418167,-0.7192733,-0.7093494,-0.009923935,0.0038439035,-0.0066503286,0.010494232
85,sae_recons,-20.0,-0.7086556,-0.7207978,0.012142181,-0.70375556,-0.7288105,0.025054932,0.0049000382,-0.008012712,0.01291275
86,sae_recons,-20.0,-0.6464783,-0.7819382,0.1354599,-0.63907564,-0.7933229,0.15424728,0.0074026585,-0.011384726,0.018787384
87,sae_recons,-20.0,-1.1404736,-0.4242299,-0.71624374,-1.1360056,-0.42947987,-0.7065258,0.004467964,-0.005249977,0.009717941
88,sae_recons,-20.0,-0.7305413,-0.69684035,-0.033700943,-0.72556645,-0.7046104,-0.02095604,0.004974842,-0.0077700615,0.012744904
89,sae_recons,-20.0,-0.6640429,-0.76505226,0.10100937,-0.65980035,-0.7725342,0.11273384,0.0042425394,-0.0074819326,0.011724472
90,sae_recons,-20.0,-0.770635,-0.663627,-0.10700798,-0.76863277,-0.66841495,-0.10021782,0.0020022392,-0.004787922,0.006790161
91,sae_recons,-20.0,-0.6061834,-0.8296064,0.223423,-0.5994395,-0.8404387,0.24099922,0.006743908,-0.01083231,0.017576218
92,sae_recons,-20.0,-0.8626121,-0.58393514,-0.278677,-0.8519104,-0.59446603,-0.25744438,0.010701716,-0.010530889,0.021232605
93,sae_recons,-20.0,-0.7799755,-0.6536918,-0.12628365,-0.7775469,-0.6586447,-0.11890221,0.0024285913,-0.004952848,0.007381439
94,sae_recons,-20.0,-0.77156454,-0.66299635,-0.10856819,-0.76965195,-0.66757065,-0.1020813,0.0019125938,-0.004574299,0.0064868927
95,sae_recons,-20.0,-0.6442547,-0.78582764,0.14157295,-0.63316923,-0.8017979,0.1686287,0.011085451,-0.01597029,0.02705574
80,sae_recons,-10.0,-1.0027635,-0.506252,-0.49651146,-1.0003498,-0.50928956,-0.49106026,0.0024137497,-0.003037572,0.0054512024
81,sae_recons,-10.0,-0.7842563,-0.65018874,-0.13406754,-0.7832703,-0.65244716,-0.13082314,0.00098598,-0.00225842,0.0032444
82,sae_recons,-10.0,-0.681395,-0.743174,0.061779022,-0.6784234,-0.7475438,0.06912041,0.0029715896,-0.0043697953,0.007341385
83,sae_recons,-10.0,-0.8193221,-0.6308074,-0.18851471,-0.8171834,-0.63419807,-0.1829853,0.0021387339,-0.0033906698,0.0055294037
84,sae_recons,-10.0,-0.72311723,-0.70269907,-0.020418167,-0.72088933,-0.7062638,-0.014625549,0.0022279024,-0.0035647154,0.005792618
85,sae_recons,-10.0,-0.7086556,-0.7207978,0.012142181,-0.7058949,-0.7250561,0.019161224,0.0027607083,-0.0042583346,0.007019043
86,sae_recons,-10.0,-0.6464783,-0.7819382,0.1354599,-0.6425775,-0.7877859,0.14520836,0.0039007664,-0.0058476925,0.009748459
87,sae_recons,-10.0,-1.1404736,-0.4242299,-0.71624374,-1.1377347,-0.42704323,-0.71069145,0.0027389526,-0.0028133392,0.005552292
88,sae_recons,-10.0,-0.7305413,-0.69684035,-0.033700943,-0.7277416,-0.7009624,-0.026779175,0.0027996898,-0.0041220784,0.006921768
89,sae_recons,-10.0,-0.6640429,-0.76505226,0.10100937,-0.66158867,-0.769104,0.107515335,0.0024542212,-0.004051745,0.006505966
90,sae_recons,-10.0,-0.770635,-0.663627,-0.10700798,-0.7692184,-0.6663379,-0.10288048,0.0014166236,-0.0027108788,0.0041275024
91,sae_recons,-10.0,-0.6061834,-0.8296064,0.223423,-0.6026549,-0.83515304,0.23249817,0.0035285354,-0.0055466294,0.009075165
92,sae_recons,-10.0,-0.8626121,-0.58393514,-0.278677,-0.85690606,-0.5893928,-0.26751328,0.005706072,-0.0054576397,0.011163712
93,sae_recons,-10.0,-0.7799755,-0.6536918,-0.12628365,-0.7783878,-0.65644526,-0.12194252,0.0015876889,-0.0027534366,0.0043411255
94,sae_recons,-10.0,-0.77156454,-0.66299635,-0.10856819,-0.7702249,-0.6655859,-0.10463905,0.0013396144,-0.0025895238,0.003929138
95,sae_recons,-10.0,-0.6442547,-0.78582764,0.14157295,-0.6384673,-0.7939849,0.15551758,0.0057873726,-0.008157253,0.013944626
80,sae_recons,-5.0,-1.0027635,-0.506252,-0.49651146,-1.0014849,-0.5078039,-0.49368095,0.0012786388,-0.0015519261,0.0028305054
81,sae_recons,-5.0,-0.7842563,-0.65018874,-0.13406754,-0.783673,-0.651385,-0.13228798,0.00058329105,-0.0011962652,0.0017795563
82,sae_recons,-5.0,-0.681395,-0.743174,0.061779022,-0.67985064,-0.7454062,0.06555557,0.0015443563,-0.002232194,0.0037765503
83,sae_recons,-5.0,-0.8193221,-0.6308074,-0.18851471,-0.818156,-0.6325691,-0.18558693,0.0011661053,-0.0017616749,0.0029277802
84,sae_recons,-5.0,-0.72311723,-0.70269907,-0.020418167,-0.72192913,-0.70453984,-0.017389297,0.0011880994,-0.0018407702,0.0030288696
85,sae_recons,-5.0,-0.7086556,-0.7207978,0.012142181,-0.70720977,-0.7229778,0.015768051,0.0014458299,-0.0021800399,0.0036258698
86,sae_recons,-5.0,-0.6464783,-0.7819382,0.1354599,-0.644483,-0.78489435,0.14041138,0.001995325,-0.002956152,0.004951477
87,sae_recons,-5.0,-1.1404736,-0.4242299,-0.71624374,-1.138986,-0.42567956,-0.7133064,0.0014876127,-0.0014496744,0.002937317
88,sae_recons,-5.0,-0.7305413,-0.69684035,-0.033700943,-0.7290678,-0.6989565,-0.030111313,0.0014734864,-0.0021161437,0.0035896301
89,sae_recons,-5.0,-0.6640429,-0.76505226,0.10100937,-0.66275424,-0.767132,0.10437775,0.0012886524,-0.0020797253,0.0033683777
90,sae_recons,-5.0,-0.770635,-0.663627,-0.10700798,-0.7698371,-0.66504925,-0.10478783,0.0007979274,-0.0014222264,0.0022201538
91,sae_recons,-5.0,-0.6061834,-0.8296064,0.223423,-0.60438496,-0.8324066,0.22802162,0.001798451,-0.0028001666,0.0045986176
92,sae_recons,-5.0,-0.8626121,-0.58393514,-0.278677,-0.8596822,-0.58670247,-0.27297974,0.002929926,-0.0027673244,0.0056972504
93,sae_recons,-5.0,-0.7799755,-0.6536918,-0.12628365,-0.77909476,-0.65513235,-0.1239624,0.00088071823,-0.001440525,0.0023212433
94,sae_recons,-5.0,-0.77156454,-0.66299635,-0.10856819,-0.7707969,-0.66436875,-0.10642815,0.0007676482,-0.001372397,0.0021400452
95,sae_recons,-5.0,-0.6442547,-0.78582764,0.14157295,-0.64130515,-0.7899429,0.14863777,0.0029495358,-0.0041152835,0.0070648193
80,sae_recons,5.0,-1.0027635,-0.506252,-0.49651146,-1.0041955,-0.50462836,-0.49956703,-0.001431942,0.0016236305,-0.0030555725
81,sae_recons,5.0,-0.7842563,-0.65018874,-0.13406754,-0.7850156,-0.6488614,-0.13615417,-0.00075930357,0.0013273358,-0.0020866394
82,sae_recons,5.0,-0.681395,-0.743174,0.061779022,-0.68300515,-0.7409027,0.057897568,-0.0016101599,0.0022712946,-0.0038814545
83,sae_recons,5.0,-0.8193221,-0.6308074,-0.18851471,-0.8207066,-0.6288922,-0.19181442,-0.0013844967,0.0019152164,-0.0032997131
84,sae_recons,5.0,-0.72311723,-0.70269907,-0.020418167,-0.72443116,-0.7007648,-0.023666382,-0.0013139248,0.0019342899,-0.0032482147
85,sae_recons,5.0,-0.7086556,-0.7207978,0.012142181,-0.71025085,-0.7184963,0.008245468,-0.0015952587,0.0023014545,-0.0038967133
86,sae_recons,5.0,-0.6464783,-0.7819382,0.1354599,-0.6485704,-0.7789072,0.13033676,-0.002092123,0.0030310154,-0.0051231384
87,sae_recons,5.0,-1.1404736,-0.4242299,-0.71624374,-1.1421927,-0.42269698,-0.7194958,-0.0017191172,0.0015329123,-0.0032520294
88,sae_recons,5.0,-0.7305413,-0.69684035,-0.033700943,-0.7321538,-0.6946229,-0.0375309,-0.0016124845,0.0022174716,-0.003829956
89,sae_recons,5.0,-0.6640429,-0.76505226,0.10100937,-0.66546965,-0.76284933,0.097379684,-0.0014267564,0.002202928,-0.0036296844
90,sae_recons,5.0,-0.770635,-0.663627,-0.10700798,-0.7716193,-0.662065,-0.10955429,-0.0009843111,0.0015619993,-0.0025463104
91,sae_recons,5.0,-0.6061834,-0.8296064,0.223423,-0.6080262,-0.82678384,0.21875763,-0.0018427968,0.002822578,-0.0046653748
92,sae_recons,5.0,-0.8626121,-0.58393514,-0.278677,-0.8657091,-0.5810831,-0.284626,-0.0030969977,0.0028520226,-0.0059490204
93,sae_recons,5.0,-0.7799755,-0.6536918,-0.12628365,-0.7810132,-0.65213746,-0.12887573,-0.0010377169,0.0015543699,-0.0025920868
94,sae_recons,5.0,-0.77156454,-0.66299635,-0.10856819,-0.7724809,-0.66151136,-0.11096954,-0.0009163618,0.0014849901,-0.002401352
95,sae_recons,5.0,-0.6442547,-0.78582764,0.14157295,-0.64732504,-0.781631,0.13430595,-0.0030703545,0.004196644,-0.0072669983
80,sae_recons,10.0,-1.0027635,-0.506252,-0.49651146,-1.005763,-0.502944,-0.50281906,-0.0029995441,0.0033079982,-0.006307602
81,sae_recons,10.0,-0.7842563,-0.65018874,-0.13406754,-0.78593767,-0.64741457,-0.1385231,-0.0016813874,0.002774179,-0.0044555664
82,sae_recons,10.0,-0.681395,-0.743174,0.061779022,-0.6847222,-0.73854756,0.05382538,-0.0033271909,0.004626453,-0.007953644
83,sae_recons,10.0,-0.8193221,-0.6308074,-0.18851471,-0.8222484,-0.62687486,-0.19537354,-0.00292629,0.0039325356,-0.0068588257
84,sae_recons,10.0,-0.72311723,-0.70269907,-0.020418167,-0.7258563,-0.698751,-0.027105331,-0.0027390718,0.0039480925,-0.0066871643
85,sae_recons,10.0,-0.7086556,-0.7207978,0.012142181,-0.7119489,-0.71612215,0.004173279,-0.0032932758,0.0046756268,-0.007968903
86,sae_recons,10.0,-0.6464783,-0.7819382,0.1354599,-0.650748,-0.7758167,0.12506866,-0.004269719,0.006121516,-0.010391235
87,sae_recons,10.0,-1.1404736,-0.4242299,-0.71624374,-1.144122,-0.42109004,-0.723032,-0.0036484003,0.0031398535,-0.006788254
88,sae_recons,10.0,-0.7305413,-0.69684035,-0.033700943,-0.73387694,-0.69232917,-0.041547775,-0.0033356547,0.0045111775,-0.007846832
89,sae_recons,10.0,-0.6640429,-0.76505226,0.10100937,-0.6670389,-0.7605181,0.09347916,-0.0029960275,0.004534185,-0.0075302124
90,sae_recons,10.0,-0.770635,-0.663627,-0.10700798,-0.7727776,-0.66037375,-0.11240387,-0.0021426082,0.0032532811,-0.0053958893
91,sae_recons,10.0,-0.6061834,-0.8296064,0.223423,-0.6099331,-0.8239147,0.21398163,-0.0037496686,0.005691707,-0.009441376
92,sae_recons,10.0,-0.8626121,-0.58393514,-0.278677,-0.86895573,-0.57815945,-0.29079628,-0.006343603,0.00577569,-0.012119293
93,sae_recons,10.0,-0.7799755,-0.6536918,-0.12628365,-0.7821776,-0.6504962,-0.13168144,-0.0022021532,0.0031956434,-0.0053977966
94,sae_recons,10.0,-0.77156454,-0.66299635,-0.10856819,-0.773554,-0.65990657,-0.11364746,-0.0019894838,0.0030897856,-0.0050792694
95,sae_recons,10.0,-0.6442547,-0.78582764,0.14157295,-0.6504909,-0.77738106,0.12689018,-0.0062361956,0.008446574,-0.01468277
80,sae_recons,20.0,-1.0027635,-0.506252,-0.49651146,-1.0092838,-0.49940747,-0.50987625,-0.0065202713,0.0068445206,-0.013364792
81,sae_recons,20.0,-0.7842563,-0.65018874,-0.13406754,-0.78819925,-0.64422494,-0.1439743,-0.0039429665,0.0059638023,-0.009906769
82,sae_recons,20.0,-0.681395,-0.743174,0.061779022,-0.6883759,-0.7336964,0.04532051,-0.006980896,0.009477615,-0.016458511
83,sae_recons,20.0,-0.8193221,-0.6308074,-0.18851471,-0.8258207,-0.6225202,-0.20330048,-0.006498575,0.008287191,-0.014785767
84,sae_recons,20.0,-0.72311723,-0.70269907,-0.020418167,-0.7290414,-0.69448215,-0.03455925,-0.0059241652,0.0082169175,-0.014141083
85,sae_recons,20.0,-0.7086556,-0.7207978,0.012142181,-0.71570075,-0.71110785,-0.0045928955,-0.00704515,0.009689927,-0.016735077
86,sae_recons,20.0,-0.6464783,-0.7819382,0.1354599,-0.6553103,-0.7695128,0.1142025,-0.008831978,0.012425423,-0.0212574
87,sae_recons,20.0,-1.1404736,-0.4242299,-0.71624374,-1.1485832,-0.4176719,-0.73091125,-0.00810957,0.006558001,-0.014667511
88,sae_recons,20.0,-0.7305413,-0.69684035,-0.033700943,-0.7376299,-0.6875448,-0.050085068,-0.0070886016,0.009295523,-0.016384125
89,sae_recons,20.0,-0.6640429,-0.76505226,0.10100937,-0.67049056,-0.7556003,0.08510971,-0.006447673,0.009451985,-0.015899658
90,sae_recons,20.0,-0.770635,-0.663627,-0.10700798,-0.77557033,-0.65664715,-0.11892319,-0.004935324,0.0069798827,-0.011915207
91,sae_recons,20.0,-0.6061834,-0.8296064,0.223423,-0.6138723,-0.8181169,0.20424461,-0.00768888,0.011489511,-0.01917839
92,sae_recons,20.0,-0.8626121,-0.58393514,-0.278677,-0.8758569,-0.5721364,-0.30372047,-0.013244748,0.011798739,-0.025043488
93,sae_recons,20.0,-0.7799755,-0.6536918,-0.12628365,-0.7849188,-0.6469259,-0.13799286,-0.004943311,0.006765902,-0.011709213
94,sae_recons,20.0,-0.77156454,-0.66299635,-0.10856819,-0.7761452,-0.656358,-0.119787216,-0.0045806766,0.006638348,-0.011219025
95,sae_recons,20.0,-0.6442547,-0.78582764,0.14157295,-0.6570928,-0.768749,0.11165619,-0.012838125,0.017078638,-0.029916763
80,sae_recons,30.0,-1.0027635,-0.506252,-0.49651146,-1.0132792,-0.49567437,-0.5176048,-0.01051569,0.010577619,-0.021093369
81,sae_recons,30.0,-0.7842563,-0.65018874,-0.13406754,-0.7909847,-0.64067227,-0.15031242,-0.0067284107,0.009516478,-0.016244888
82,sae_recons,30.0,-0.681395,-0.743174,0.061779022,-0.6922625,-0.72871953,0.03645706,-0.010867476,0.014454484,-0.02532196
83,sae_recons,30.0,-0.8193221,-0.6308074,-0.18851471,-0.8299588,-0.61781585,-0.21214294,-0.010636687,0.012991548,-0.023628235
84,sae_recons,30.0,-0.72311723,-0.70269907,-0.020418167,-0.7325421,-0.6900216,-0.042520523,-0.009424865,0.012677491,-0.022102356
85,sae_recons,30.0,-0.7086556,-0.7207978,0.012142181,-0.71979076,-0.70587856,-0.013912201,-0.011135161,0.014919221,-0.026054382
86,sae_recons,30.0,-0.6464783,-0.7819382,0.1354599,-0.66014415,-0.76305133,0.10290718,-0.013665855,0.018886864,-0.03255272
87,sae_recons,30.0,-1.1404736,-0.4242299,-0.71624374,-1.1538211,-0.41399682,-0.7398243,-0.0133475065,0.010233074,-0.023580551
88,sae_recons,30.0,-0.7305413,-0.69684035,-0.033700943,-0.7417212,-0.6825648,-0.059156418,-0.011179924,0.014275551,-0.025455475
89,sae_recons,30.0,-0.6640429,-0.76505226,0.10100937,-0.6742997,-0.75040865,0.07610893,-0.010256827,0.0146436095,-0.024900436
90,sae_recons,30.0,-0.770635,-0.663627,-0.10700798,-0.7788809,-0.65256864,-0.12631226,-0.008245885,0.01105839,-0.019304276
