Seed,Feature Type,Label,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Weight Norm,Cosine Sim Input-Recons,Cosine Sim Input-Diff,Cosine Sim Recons-Diff
0,sae_input,target,2.364744186401367,0.7295833230018616,3.6291089057922363,0.6483333706855774,2.391055107116699,0.5167157053947449,0.4599340558052063,-0.05645611137151718
0,sae_recons,target,1.6811928749084473,0.7254166603088379,2.789076089859009,0.6533333659172058,2.1136341094970703,0.5167157053947449,0.4599340558052063,-0.05645611137151718
0,sae_diff,target,1.9943101406097412,0.68708336353302,3.1925220489501953,0.6150000095367432,2.909467935562134,0.5167157053947449,0.4599340558052063,-0.05645611137151718
1,sae_input,target,3.457009792327881,0.721666693687439,4.351166248321533,0.6583333611488342,2.3355343341827393,0.5338215827941895,0.4858226776123047,-0.041030846536159515
1,sae_recons,target,4.911625385284424,0.6454166769981384,5.578461170196533,0.5950000286102295,2.1186788082122803,0.5338215827941895,0.4858226776123047,-0.041030846536159515
1,sae_diff,target,0.7788174152374268,0.8204166889190674,1.8624827861785889,0.6850000023841858,3.0239241123199463,0.5338215827941895,0.4858226776123047,-0.041030846536159515
2,sae_input,target,2.694305419921875,0.7354167103767395,3.573565721511841,0.6733333468437195,2.551698684692383,0.5384869575500488,0.4561159014701843,-0.04571019485592842
2,sae_recons,target,3.7603321075439453,0.6458333730697632,4.450515270233154,0.5950000286102295,2.2193751335144043,0.5384869575500488,0.4561159014701843,-0.04571019485592842
2,sae_diff,target,1.0875598192214966,0.7900000214576721,2.0819406509399414,0.6966666579246521,2.979654312133789,0.5384869575500488,0.4561159014701843,-0.04571019485592842
3,sae_input,target,1.7375173568725586,0.7679166793823242,2.703627586364746,0.7083333730697632,2.37068510055542,0.5367470979690552,0.46070313453674316,-0.0716051235795021
3,sae_recons,target,1.748206377029419,0.7483333349227905,2.5076420307159424,0.6800000071525574,2.2376062870025635,0.5367470979690552,0.46070313453674316,-0.0716051235795021
3,sae_diff,target,1.5540026426315308,0.7487500309944153,2.5571506023406982,0.6800000071525574,2.9737794399261475,0.5367470979690552,0.46070313453674316,-0.0716051235795021
4,sae_input,target,2.1309969425201416,0.746666669845581,2.7968685626983643,0.7016667127609253,2.3317012786865234,0.5165299773216248,0.46985530853271484,-0.061962440609931946
