Seed,Feature Type,Label,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Weight Norm,Cosine Sim Input-Recons,Cosine Sim Input-Diff,Cosine Sim Recons-Diff
0,sae_input,target,4.1702656745910645,0.7068749666213989,5.948720455169678,0.6574999690055847,2.2455320358276367,0.6165989637374878,0.4580681025981903,-0.002060225233435631
0,sae_recons,target,2.253303289413452,0.7099999785423279,3.3051397800445557,0.5999999642372131,2.011350631713867,0.6165989637374878,0.4580681025981903,-0.002060225233435631
0,sae_diff,target,0.6969743371009827,0.8349999785423279,1.7023416757583618,0.6899999976158142,2.896502733230591,0.6165989637374878,0.4580681025981903,-0.002060225233435631
1,sae_input,target,5.378477573394775,0.6856249570846558,7.302791595458984,0.6074999570846558,2.191215991973877,0.6151631474494934,0.44730979204177856,-0.0488906130194664
1,sae_recons,target,6.308187007904053,0.6424999833106995,7.477270126342773,0.5774999856948853,2.010707139968872,0.6151631474494934,0.44730979204177856,-0.0488906130194664
1,sae_diff,target,0.5965195298194885,0.8556249737739563,1.6583976745605469,0.6949999928474426,2.8349828720092773,0.6151631474494934,0.44730979204177856,-0.0488906130194664
2,sae_input,target,6.824985027313232,0.621874988079071,8.898721694946289,0.5525000095367432,2.318816900253296,0.6627300381660461,0.47904759645462036,0.009697225876152515
2,sae_recons,target,7.378005027770996,0.5712499618530273,9.057174682617188,0.5274999737739563,2.161166191101074,0.6627300381660461,0.47904759645462036,0.009697225876152515
2,sae_diff,target,0.6044257283210754,0.8324999809265137,1.6722381114959717,0.6549999713897705,2.6637015342712402,0.6627300381660461,0.47904759645462036,0.009697225876152515
3,sae_input,target,1.9858123064041138,0.762499988079071,3.7974188327789307,0.6449999809265137,2.2392044067382812,0.6058351993560791,0.477081298828125,-0.006052439101040363
3,sae_recons,target,1.9317940473556519,0.7331249713897705,3.7075655460357666,0.6024999618530273,2.25183367729187,0.6058351993560791,0.477081298828125,-0.006052439101040363
3,sae_diff,target,0.500058114528656,0.8700000047683716,1.8897472620010376,0.6574999690055847,2.9104251861572266,0.6058351993560791,0.477081298828125,-0.006052439101040363
4,sae_input,target,2.089707612991333,0.7400000095367432,3.9569549560546875,0.6225000023841858,2.2649121284484863,0.6253129839897156,0.44151508808135986,-0.0036934884265065193
4,sae_recons,target,2.4671642780303955,0.7356249690055847,4.072510719299316,0.6175000071525574,2.211453914642334,0.6253129839897156,0.44151508808135986,-0.0036934884265065193
4,sae_diff,target,1.0756645202636719,0.8199999928474426,2.2033321857452393,0.6674999594688416,2.81583309173584,0.6253129839897156,0.44151508808135986,-0.0036934884265065193
5,sae_input,target,2.026345729827881,0.7681249976158142,3.727799892425537,0.6725000143051147,2.394627332687378,0.6306574940681458,0.4667542576789856,0.014427633956074715
5,sae_recons,target,8.350044250488281,0.6100000143051147,9.484280586242676,0.5824999809265137,2.2196552753448486,0.6306574940681458,0.4667542576789856,0.014427633956074715
5,sae_diff,target,0.8186594247817993,0.809374988079071,2.1728219985961914,0.6324999928474426,2.9296534061431885,0.6306574940681458,0.4667542576789856,0.014427633956074715
6,sae_input,target,4.3581743240356445,0.7249999642372131,6.497523784637451,0.6175000071525574,2.2535669803619385,0.6142188906669617,0.45672500133514404,-0.03541402146220207
6,sae_recons,target,3.3398022651672363,0.6918749809265137,4.953415393829346,0.5874999761581421,2.060814142227173,0.6142188906669617,0.45672500133514404,-0.03541402146220207
6,sae_diff,target,1.1332757472991943,0.8087499737739563,2.509572744369507,0.6649999618530273,2.9018752574920654,0.6142188906669617,0.45672500133514404,-0.03541402146220207
7,sae_input,target,5.393703937530518,0.6668750047683716,6.836611747741699,0.6324999928474426,2.2143306732177734,0.6125019788742065,0.47380805015563965,-0.010736756026744843
7,sae_recons,target,6.689342021942139,0.6631249785423279,7.05003547668457,0.612500011920929,2.0946247577667236,0.6125019788742065,0.47380805015563965,-0.010736756026744843
7,sae_diff,target,1.1732380390167236,0.8174999952316284,2.5724616050720215,0.6274999976158142,2.8739593029022217,0.6125019788742065,0.47380805015563965,-0.010736756026744843
8,sae_input,target,3.726158380508423,0.7174999713897705,5.0270280838012695,0.6850000023841858,2.449337959289551,0.6151946783065796,0.4376893937587738,-0.03721892088651657
8,sae_recons,target,3.326943874359131,0.6993749737739563,4.002335071563721,0.6599999666213989,2.1377480030059814,0.6151946783065796,0.4376893937587738,-0.03721892088651657
8,sae_diff,target,0.5767592787742615,0.8418749570846558,1.6868937015533447,0.6899999976158142,2.820249319076538,0.6151946783065796,0.4376893937587738,-0.03721892088651657
9,sae_input,target,2.7218949794769287,0.746874988079071,4.243075847625732,0.6274999976158142,2.3157975673675537,0.6241777539253235,0.4582403600215912,-0.017681702971458435
9,sae_recons,target,2.9581944942474365,0.7206249833106995,3.799834728240967,0.6424999833106995,2.0914440155029297,0.6241777539253235,0.4582403600215912,-0.017681702971458435
9,sae_diff,target,0.9758268594741821,0.7987499833106995,2.4808402061462402,0.6349999904632568,2.8202319145202637,0.6241777539253235,0.4582403600215912,-0.017681702971458435
10,sae_input,target,2.3577563762664795,0.7556250095367432,4.128775119781494,0.6200000047683716,2.3420114517211914,0.5998420715332031,0.47628745436668396,-0.013343999162316322
10,sae_recons,target,2.933030366897583,0.7362499833106995,4.8926496505737305,0.6225000023841858,2.211329698562622,0.5998420715332031,0.47628745436668396,-0.013343999162316322
10,sae_diff,target,0.6660905480384827,0.8512499928474426,1.8400206565856934,0.675000011920929,2.9841954708099365,0.5998420715332031,0.47628745436668396,-0.013343999162316322
11,sae_input,target,9.60506534576416,0.5731250047683716,12.184626579284668,0.5550000071525574,2.385166883468628,0.6645574569702148,0.4389272630214691,-0.010912444442510605
11,sae_recons,target,5.789162635803223,0.6056249737739563,7.466012001037598,0.5525000095367432,2.205721616744995,0.6645574569702148,0.4389272630214691,-0.010912444442510605
11,sae_diff,target,0.5947462916374207,0.8631249666213989,1.9252010583877563,0.6449999809265137,2.877229928970337,0.6645574569702148,0.4389272630214691,-0.010912444442510605
12,sae_input,target,2.557126045227051,0.7518749833106995,3.660439968109131,0.7049999833106995,2.2844300270080566,0.5984441041946411,0.44157925248146057,-0.040954187512397766
12,sae_recons,target,2.022796630859375,0.7356249690055847,3.079746723175049,0.6624999642372131,2.104619264602661,0.5984441041946411,0.44157925248146057,-0.040954187512397766
12,sae_diff,target,0.7277879118919373,0.84437495470047,1.6901081800460815,0.6850000023841858,2.9153382778167725,0.5984441041946411,0.44157925248146057,-0.040954187512397766
13,sae_input,target,3.700211763381958,0.7162500023841858,4.6047492027282715,0.6574999690055847,2.3356573581695557,0.603579044342041,0.46972227096557617,-0.025504104793071747
13,sae_recons,target,2.9870595932006836,0.706250011920929,4.257725715637207,0.6175000071525574,2.079862356185913,0.603579044342041,0.46972227096557617,-0.025504104793071747
13,sae_diff,target,0.6416065692901611,0.8399999737739563,1.8692797422409058,0.6699999570846558,2.815471887588501,0.603579044342041,0.46972227096557617,-0.025504104793071747
14,sae_input,target,1.5671356916427612,0.7931249737739563,3.4107251167297363,0.6499999761581421,2.3644044399261475,0.6201029419898987,0.4781309962272644,-0.018865346908569336
14,sae_recons,target,1.6336114406585693,0.7681249976158142,2.972727060317993,0.6349999904632568,2.148358106613159,0.6201029419898987,0.4781309962272644,-0.018865346908569336
14,sae_diff,target,0.5206937789916992,0.871874988079071,2.3193743228912354,0.637499988079071,2.9026105403900146,0.6201029419898987,0.4781309962272644,-0.018865346908569336
15,sae_input,target,3.8144500255584717,0.6668750047683716,5.093240261077881,0.5949999690055847,2.2063748836517334,0.5792937874794006,0.47976061701774597,-0.01804407685995102
15,sae_recons,target,3.1667842864990234,0.6756249666213989,3.8289265632629395,0.6200000047683716,2.0420427322387695,0.5792937874794006,0.47976061701774597,-0.01804407685995102
15,sae_diff,target,0.6051309108734131,0.8474999666213989,1.829892873764038,0.6624999642372131,2.8225479125976562,0.5792937874794006,0.47976061701774597,-0.01804407685995102
16,sae_input,target,2.642679452896118,0.75062495470047,4.228973388671875,0.6499999761581421,2.243643283843994,0.6209217309951782,0.4814097285270691,-0.002121837344020605
